GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Guangdong-Solar_Utility,2055.01.27.12,0.5825193224719766
Guangdong-Solar_Utility,2055.01.27.16,0.2240177505277347
Guangdong-Solar_Utility,2055.01.27.20,0.0
Guangdong-Solar_Utility,2055.02.15.00,0.0
Guangdong-Solar_Utility,2055.02.15.04,0.0
Guangdong-Solar_Utility,2055.02.15.08,0.1218837804392329
Guangdong-Solar_Utility,2055.02.15.12,0.4577042509204109
Guangdong-Solar_Utility,2055.02.15.16,0.1357055386495274
Guangdong-Solar_Utility,2055.02.15.20,0.0
Guangdong-Solar_Utility,2055.03.16.00,0.0
Guangdong-Solar_Utility,2055.03.16.04,0.0
Guangdong-Solar_Utility,2055.03.16.08,0.1447715580948884
Guangdong-Solar_Utility,2055.03.16.12,0.4430522970563848
Guangdong-Solar_Utility,2055.03.16.16,0.1898020200066092
Guangdong-Solar_Utility,2055.03.16.20,0.0
Guangdong-Solar_Utility,2055.04.06.00,0.0
Guangdong-Solar_Utility,2055.04.06.04,0.0
Guangdong-Solar_Utility,2055.04.06.08,0.1310891827253082
Guangdong-Solar_Utility,2055.04.06.12,0.2806252653056756
Guangdong-Solar_Utility,2055.04.06.16,0.1024203238966761
Guangdong-Solar_Utility,2055.04.06.20,0.0
Guangdong-Solar_Utility,2055.05.13.00,0.0
Guangdong-Solar_Utility,2055.05.13.04,0.0
Guangdong-Solar_Utility,2055.05.13.08,0.2442618111771215
Guangdong-Solar_Utility,2055.05.13.12,0.4898806971269874
Guangdong-Solar_Utility,2055.05.13.16,0.1893783809313929
Guangdong-Solar_Utility,2055.05.13.20,0.0
Guangdong-Solar_Utility,2055.06.09.00,0.0
Guangdong-Solar_Utility,2055.06.09.04,0.0
Guangdong-Solar_Utility,2055.06.09.08,0.0842211714474529
Guangdong-Solar_Utility,2055.06.09.12,0.2130692003974149
Guangdong-Solar_Utility,2055.06.09.16,0.1135626579319337
Guangdong-Solar_Utility,2055.06.09.20,0.0
Guangdong-Solar_Utility,2055.07.15.00,0.0
Guangdong-Solar_Utility,2055.07.15.04,0.0
Guangdong-Solar_Utility,2055.07.15.08,0.2285934723020477
Guangdong-Solar_Utility,2055.07.15.12,0.4794119794197709
Guangdong-Solar_Utility,2055.07.15.16,0.2422426957564765
Guangdong-Solar_Utility,2055.07.15.20,0.0
Guangdong-Solar_Utility,2055.08.24.00,0.0
Guangdong-Solar_Utility,2055.08.24.04,0.0
Guangdong-Solar_Utility,2055.08.24.08,0.2198787868167809
Guangdong-Solar_Utility,2055.08.24.12,0.412371748935031
Guangdong-Solar_Utility,2055.08.24.16,0.1616109282797838
Guangdong-Solar_Utility,2055.08.24.20,0.0
Guangdong-Solar_Utility,2055.09.26.00,0.0
Guangdong-Solar_Utility,2055.09.26.04,0.0
Guangdong-Solar_Utility,2055.09.26.08,0.1314222049343701
Guangdong-Solar_Utility,2055.09.26.12,0.3303160803821456
Guangdong-Solar_Utility,2055.09.26.16,0.1216431527708499
Guangdong-Solar_Utility,2055.09.26.20,0.0
Guangdong-Solar_Utility,2055.10.07.00,0.0
Guangdong-Solar_Utility,2055.10.07.04,0.0
Guangdong-Solar_Utility,2055.10.07.08,0.2748120276577805
Guangdong-Solar_Utility,2055.10.07.12,0.6383873883699693
Guangdong-Solar_Utility,2055.10.07.16,0.231839768872503
Guangdong-Solar_Utility,2055.10.07.20,0.0
Guangdong-Solar_Utility,2055.11.16.00,0.0
Guangdong-Solar_Utility,2055.11.16.04,0.0
Guangdong-Solar_Utility,2055.11.16.08,0.1974414887795008
Guangdong-Solar_Utility,2055.11.16.12,0.5938484261512598
Guangdong-Solar_Utility,2055.11.16.16,0.1895453000186389
Guangdong-Solar_Utility,2055.11.16.20,0.0
Guangdong-Solar_Utility,2055.12.24.00,0.0
Guangdong-Solar_Utility,2055.12.24.04,0.0
Guangdong-Solar_Utility,2055.12.24.08,0.1556076363570306
Guangdong-Solar_Utility,2055.12.24.12,0.6287301552970255
Guangdong-Solar_Utility,2055.12.24.16,0.1705719634661207
Guangdong-Solar_Utility,2055.12.24.20,0.0
Guangdong-Solar_Utility,2060.01.08.00,0.0
Guangdong-Solar_Utility,2060.01.08.04,0.0
Guangdong-Solar_Utility,2060.01.08.08,0.2311570538023824
Guangdong-Solar_Utility,2060.01.08.12,0.5711704628427065
Guangdong-Solar_Utility,2060.01.08.16,0.2210195653032748
Guangdong-Solar_Utility,2060.01.08.20,0.0
Guangdong-Solar_Utility,2060.02.09.00,0.0
Guangdong-Solar_Utility,2060.02.09.04,0.0
Guangdong-Solar_Utility,2060.02.09.08,0.1499031222429898
Guangdong-Solar_Utility,2060.02.09.12,0.5324445967886149
Guangdong-Solar_Utility,2060.02.09.16,0.1302927291526922
Guangdong-Solar_Utility,2060.02.09.20,0.0
Guangdong-Solar_Utility,2060.03.06.00,0.0
Guangdong-Solar_Utility,2060.03.06.04,0.0
Guangdong-Solar_Utility,2060.03.06.08,0.1731144553467673
Guangdong-Solar_Utility,2060.03.06.12,0.5049599598744963
Guangdong-Solar_Utility,2060.03.06.16,0.1795122232484918
Guangdong-Solar_Utility,2060.03.06.20,0.0
Guangdong-Solar_Utility,2060.04.18.00,0.0
Guangdong-Solar_Utility,2060.04.18.04,0.0
Guangdong-Solar_Utility,2060.04.18.08,0.1629041370854709
Guangdong-Solar_Utility,2060.04.18.12,0.328682539241369
Guangdong-Solar_Utility,2060.04.18.16,0.1391201102877712
Guangdong-Solar_Utility,2060.04.18.20,0.0
Guangdong-Solar_Utility,2060.05.12.00,0.0
Guangdong-Solar_Utility,2060.05.12.04,0.0
Guangdong-Solar_Utility,2060.05.12.08,0.1857365066222798
Guangdong-Solar_Utility,2060.05.12.12,0.4117559511641607
Guangdong-Solar_Utility,2060.05.12.16,0.2015520917679742
Guangdong-Solar_Utility,2060.05.12.20,0.0
Guangdong-Solar_Utility,2060.06.14.00,0.0
Guangdong-Solar_Utility,2060.06.14.04,0.0
Guangdong-Solar_Utility,2060.06.14.08,0.1432961239209659
Guangdong-Solar_Utility,2060.06.14.12,0.3873536002090558
Guangdong-Solar_Utility,2060.06.14.16,0.2175139226850925
Guangdong-Solar_Utility,2060.06.14.20,0.0
Guangdong-Solar_Utility,2060.07.24.00,0.0
Guangdong-Solar_Utility,2060.07.24.04,0.0
Guangdong-Solar_Utility,2060.07.24.08,0.2041431864951042
Guangdong-Solar_Utility,2060.07.24.12,0.4645410931932903
Guangdong-Solar_Utility,2060.07.24.16,0.2319566796215016
Guangdong-Solar_Utility,2060.07.24.20,0.0
Guangdong-Solar_Utility,2060.08.25.00,0.0
Guangdong-Solar_Utility,2060.08.25.04,0.0
Guangdong-Solar_Utility,2060.08.25.08,0.1795147688823502
Guangdong-Solar_Utility,2060.08.25.12,0.3939098379207802
Guangdong-Solar_Utility,2060.08.25.16,0.1648171872786305
Guangdong-Solar_Utility,2060.08.25.20,0.0
Guangdong-Solar_Utility,2060.09.12.00,0.0
Guangdong-Solar_Utility,2060.09.12.04,0.0
Guangdong-Solar_Utility,2060.09.12.08,0.1312183568288058
Guangdong-Solar_Utility,2060.09.12.12,0.3834803470184713
Guangdong-Solar_Utility,2060.09.12.16,0.1357539426063918
Guangdong-Solar_Utility,2060.09.12.20,0.0
Guangdong-Solar_Utility,2060.10.25.00,0.0
Guangdong-Solar_Utility,2060.10.25.04,0.0
Guangdong-Solar_Utility,2060.10.25.08,0.1669191117638266
Guangdong-Solar_Utility,2060.10.25.12,0.4949997807349106
Guangdong-Solar_Utility,2060.10.25.16,0.1837202067663958
Guangdong-Solar_Utility,2060.10.25.20,0.0
Guangdong-Solar_Utility,2060.11.19.00,0.0
Guangdong-Solar_Utility,2060.11.19.04,0.0
Guangdong-Solar_Utility,2060.11.19.08,0.2032185983909451
Guangdong-Solar_Utility,2060.11.19.12,0.5521085095558383
Guangdong-Solar_Utility,2060.11.19.16,0.2221591321326077
Guangdong-Solar_Utility,2060.11.19.20,0.0
Guangdong-Solar_Utility,2060.12.09.00,0.0
Guangdong-Solar_Utility,2060.12.09.04,0.0
Guangdong-Solar_Utility,2060.12.09.08,0.1488682277822564
Guangdong-Solar_Utility,2060.12.09.12,0.4830270449808417
Guangdong-Solar_Utility,2060.12.09.16,0.162792996128737
Guangdong-Solar_Utility,2060.12.09.20,0.0
Guangdong-Wind_Offshore_Far,2025.01.22.00,0.4174117226404411
Guangdong-Wind_Offshore_Far,2025.01.22.04,0.2772063857050195
Guangdong-Wind_Offshore_Far,2025.01.22.08,0.278639450258509
Guangdong-Wind_Offshore_Far,2025.01.22.12,0.0930846783331812
Guangdong-Wind_Offshore_Far,2025.01.22.16,0.0607032791326541
Guangdong-Wind_Offshore_Far,2025.01.22.20,0.0814525200759663
Guangdong-Wind_Offshore_Far,2025.02.08.00,0.7415180757088329
Guangdong-Wind_Offshore_Far,2025.02.08.04,0.9246394058057132
Guangdong-Wind_Offshore_Far,2025.02.08.08,0.9429282357669978
Guangdong-Wind_Offshore_Far,2025.02.08.12,0.8838592110712862
Guangdong-Wind_Offshore_Far,2025.02.08.16,0.8633968562765816
Guangdong-Wind_Offshore_Far,2025.02.08.20,0.8416408581662157
Guangdong-Wind_Offshore_Far,2025.03.21.00,0.1597129795592583
Guangdong-Wind_Offshore_Far,2025.03.21.04,0.0896137344456816
Guangdong-Wind_Offshore_Far,2025.03.21.08,0.1211621325224851
Guangdong-Wind_Offshore_Far,2025.03.21.12,0.0636329476837606
Guangdong-Wind_Offshore_Far,2025.03.21.16,0.040074372241889
Guangdong-Wind_Offshore_Far,2025.03.21.20,0.0459936393789353
Guangdong-Wind_Offshore_Far,2025.04.11.00,0.1244540521019445
Guangdong-Wind_Offshore_Far,2025.04.11.04,0.1313019390857922
Guangdong-Wind_Offshore_Far,2025.04.11.08,0.0628707972830585
Guangdong-Wind_Offshore_Far,2025.04.11.12,0.0127656211321813
Guangdong-Wind_Offshore_Far,2025.04.11.16,0.0030941942383282
Guangdong-Wind_Offshore_Far,2025.04.11.20,0.015684184479564
Guangdong-Wind_Offshore_Far,2025.05.22.00,0.6261710924477204
Guangdong-Wind_Offshore_Far,2025.05.22.04,0.7156631570279538
Guangdong-Wind_Offshore_Far,2025.05.22.08,0.8020401686264007
Guangdong-Wind_Offshore_Far,2025.05.22.12,0.7986970537650814
Guangdong-Wind_Offshore_Far,2025.05.22.16,0.671293516312443
Guangdong-Wind_Offshore_Far,2025.05.22.20,0.5744072325197952
Guangdong-Wind_Offshore_Far,2025.06.16.00,0.3105257068152432
Guangdong-Wind_Offshore_Far,2025.06.16.04,0.2162125144865644
Guangdong-Wind_Offshore_Far,2025.06.16.08,0.1487139739456714
Guangdong-Wind_Offshore_Far,2025.06.16.12,0.1655232702703666
Guangdong-Wind_Offshore_Far,2025.06.16.16,0.1805789974074357
Guangdong-Wind_Offshore_Far,2025.06.16.20,0.1439679532683418
Guangdong-Wind_Offshore_Far,2025.07.22.00,0.1510702009729479
Guangdong-Wind_Offshore_Far,2025.07.22.04,0.1249743781028942
Guangdong-Wind_Offshore_Far,2025.07.22.08,0.0507516861155211
Guangdong-Wind_Offshore_Far,2025.07.22.12,0.0092087566314997
Guangdong-Wind_Offshore_Far,2025.07.22.16,0.013790950375593
Guangdong-Wind_Offshore_Far,2025.07.22.20,0.0565629603170777
Guangdong-Wind_Offshore_Far,2025.08.19.00,0.6570554758453516
Guangdong-Wind_Offshore_Far,2025.08.19.04,0.9404851347535634
Guangdong-Wind_Offshore_Far,2025.08.19.08,0.8536054071931569
Guangdong-Wind_Offshore_Far,2025.08.19.12,0.5043899809073762
Guangdong-Wind_Offshore_Far,2025.08.19.16,0.1517161966816643
Guangdong-Wind_Offshore_Far,2025.08.19.20,0.0869604433213677
Guangdong-Wind_Offshore_Far,2025.09.20.00,0.1261551517949159
Guangdong-Wind_Offshore_Far,2025.09.20.04,0.097504213442154
Guangdong-Wind_Offshore_Far,2025.09.20.08,0.0722804901589611
Guangdong-Wind_Offshore_Far,2025.09.20.12,0.0799300196298475
Guangdong-Wind_Offshore_Far,2025.09.20.16,0.0790003580572054
Guangdong-Wind_Offshore_Far,2025.09.20.20,0.1402269016925895
Guangdong-Wind_Offshore_Far,2025.10.26.00,0.8321375665055054
Guangdong-Wind_Offshore_Far,2025.10.26.04,0.8508860146699743
Guangdong-Wind_Offshore_Far,2025.10.26.08,0.9048976613612044
Guangdong-Wind_Offshore_Far,2025.10.26.12,0.806151939223088
Guangdong-Wind_Offshore_Far,2025.10.26.16,0.7692414575909383
Guangdong-Wind_Offshore_Far,2025.10.26.20,0.7669739239828648
Guangdong-Wind_Offshore_Far,2025.11.19.00,0.1631216331682871
Guangdong-Wind_Offshore_Far,2025.11.19.04,0.0791991369576208
Guangdong-Wind_Offshore_Far,2025.11.19.08,0.110209191090814
Guangdong-Wind_Offshore_Far,2025.11.19.12,0.1079012123065972
Guangdong-Wind_Offshore_Far,2025.11.19.16,0.1097343710734223
Guangdong-Wind_Offshore_Far,2025.11.19.20,0.0981237351108706
Guangdong-Wind_Offshore_Far,2025.12.16.00,0.9586901804632432
Guangdong-Wind_Offshore_Far,2025.12.16.04,0.9706899430911188
Guangdong-Wind_Offshore_Far,2025.12.16.08,0.9841377134402256
Guangdong-Wind_Offshore_Far,2025.12.16.12,0.9336950128429108
Guangdong-Wind_Offshore_Far,2025.12.16.16,0.905812251579552
Guangdong-Wind_Offshore_Far,2025.12.16.20,0.8982140152349437
Guangdong-Wind_Offshore_Far,2030.01.28.00,0.4389633878361712
Guangdong-Wind_Offshore_Far,2030.01.28.04,0.3132033522396648
Guangdong-Wind_Offshore_Far,2030.01.28.08,0.4860031562122898
Guangdong-Wind_Offshore_Far,2030.01.28.12,0.3592290007842461
Guangdong-Wind_Offshore_Far,2030.01.28.16,0.3915811735152322
Guangdong-Wind_Offshore_Far,2030.01.28.20,0.4710046380199182
Guangdong-Wind_Offshore_Far,2030.02.14.00,0.1632402615806615
Guangdong-Wind_Offshore_Far,2030.02.14.04,0.2034245111070315
Guangdong-Wind_Offshore_Far,2030.02.14.08,0.3042267561799125
Guangdong-Wind_Offshore_Far,2030.02.14.12,0.2809071552798898
Guangdong-Wind_Offshore_Far,2030.02.14.16,0.2252350099269411
Guangdong-Wind_Offshore_Far,2030.02.14.20,0.2319613615022275
Guangdong-Wind_Offshore_Far,2030.03.24.00,0.3689380290869605
Guangdong-Wind_Offshore_Far,2030.03.24.04,0.4038565559934869
Guangdong-Wind_Offshore_Far,2030.03.24.08,0.4065562019019587
Guangdong-Wind_Offshore_Far,2030.03.24.12,0.3893910126897181
Guangdong-Wind_Offshore_Far,2030.03.24.16,0.2282378537075758
Guangdong-Wind_Offshore_Far,2030.03.24.20,0.2406707165237982
Guangdong-Wind_Offshore_Far,2030.04.15.00,0.0021397825833805
Guangdong-Wind_Offshore_Far,2030.04.15.04,0.0021132428548809
Guangdong-Wind_Offshore_Far,2030.04.15.08,0.0002170993794449
Guangdong-Wind_Offshore_Far,2030.04.15.12,0.0005517620394906
Guangdong-Wind_Offshore_Far,2030.04.15.16,0.0002688634240504
Guangdong-Wind_Offshore_Far,2030.04.15.20,0.0032701045447232
Guangdong-Wind_Offshore_Far,2030.05.06.00,0.2599076272958343
Guangdong-Wind_Offshore_Far,2030.05.06.04,0.1058869220293073
Guangdong-Wind_Offshore_Far,2030.05.06.08,0.1620538580124572
Guangdong-Wind_Offshore_Far,2030.05.06.12,0.1962819977230916
Guangdong-Wind_Offshore_Far,2030.05.06.16,0.1010971918588542
Guangdong-Wind_Offshore_Far,2030.05.06.20,0.2090757612281236
Guangdong-Wind_Offshore_Far,2030.06.19.00,0.1675417109485588
Guangdong-Wind_Offshore_Far,2030.06.19.04,0.1566548516564484
Guangdong-Wind_Offshore_Far,2030.06.19.08,0.1479400858560263
Guangdong-Wind_Offshore_Far,2030.06.19.12,0.0790990248796583
Guangdong-Wind_Offshore_Far,2030.06.19.16,0.0243425418526575
Guangdong-Wind_Offshore_Far,2030.06.19.20,0.0606674503844806
Guangdong-Wind_Offshore_Far,2030.07.01.00,0.221348590150317
Guangdong-Wind_Offshore_Far,2030.07.01.04,0.3404342535914948
Guangdong-Wind_Offshore_Far,2030.07.01.08,0.3202469777487556
Guangdong-Wind_Offshore_Far,2030.07.01.12,0.3397761494915886
Guangdong-Wind_Offshore_Far,2030.07.01.16,0.2696413217619761
Guangdong-Wind_Offshore_Far,2030.07.01.20,0.1337311366261021
Guangdong-Wind_Offshore_Far,2030.08.23.00,0.1542091803186457
Guangdong-Wind_Offshore_Far,2030.08.23.04,0.0997092693731706
Guangdong-Wind_Offshore_Far,2030.08.23.08,0.0541611772968661
Guangdong-Wind_Offshore_Far,2030.08.23.12,0.0526219042366114
Guangdong-Wind_Offshore_Far,2030.08.23.16,0.1322463094502611
Guangdong-Wind_Offshore_Far,2030.08.23.20,0.3049092596590896
Guangdong-Wind_Offshore_Far,2030.09.07.00,0.0940040550191059
Guangdong-Wind_Offshore_Far,2030.09.07.04,0.00849052783866
Guangdong-Wind_Offshore_Far,2030.09.07.08,0.0033720716906527
Guangdong-Wind_Offshore_Far,2030.09.07.12,0.0045037041489631
Guangdong-Wind_Offshore_Far,2030.09.07.16,0.0225789423892202
Guangdong-Wind_Offshore_Far,2030.09.07.20,0.0949464739104612
Guangdong-Wind_Offshore_Far,2030.10.31.00,0.9879794621048512
Guangdong-Wind_Offshore_Far,2030.10.31.04,0.973415860007819
Guangdong-Wind_Offshore_Far,2030.10.31.08,0.8806527212385498
Guangdong-Wind_Offshore_Far,2030.10.31.12,0.820103651707608
Guangdong-Wind_Offshore_Far,2030.10.31.16,0.7914997439403921
Guangdong-Wind_Offshore_Far,2030.10.31.20,0.7979320759044741
Guangdong-Wind_Offshore_Far,2030.11.12.00,1.0605728923172963
Guangdong-Wind_Offshore_Far,2030.11.12.04,1.0654605704193674
Guangdong-Wind_Offshore_Far,2030.11.12.08,1.0613841532042143
Guangdong-Wind_Offshore_Far,2030.11.12.12,1.041880755254605
Guangdong-Wind_Offshore_Far,2030.11.12.16,1.021404107039624
Guangdong-Wind_Offshore_Far,2030.11.12.20,0.9853509931535016
Guangdong-Wind_Offshore_Far,2030.12.08.00,0.9774219471148096
Guangdong-Wind_Offshore_Far,2030.12.08.04,1.0414341665421742
Guangdong-Wind_Offshore_Far,2030.12.08.08,0.966086400142255
Guangdong-Wind_Offshore_Far,2030.12.08.12,0.9259647387505822
Guangdong-Wind_Offshore_Far,2030.12.08.16,0.9413528533386094
Guangdong-Wind_Offshore_Far,2030.12.08.20,0.9326897484603264
Guangdong-Wind_Offshore_Far,2035.01.26.00,0.3682190860516628
Guangdong-Wind_Offshore_Far,2035.01.26.04,0.3311069192724187
Guangdong-Wind_Offshore_Far,2035.01.26.08,0.4237492600643205
Guangdong-Wind_Offshore_Far,2035.01.26.12,0.5685893537133403
Guangdong-Wind_Offshore_Far,2035.01.26.16,0.6300487887481651
Guangdong-Wind_Offshore_Far,2035.01.26.20,0.4580704363302786
Guangdong-Wind_Offshore_Far,2035.02.24.00,0.5380359186812869
Guangdong-Wind_Offshore_Far,2035.02.24.04,0.4794011601738915
Guangdong-Wind_Offshore_Far,2035.02.24.08,0.4325570833820727
Guangdong-Wind_Offshore_Far,2035.02.24.12,0.3847847539541444
Guangdong-Wind_Offshore_Far,2035.02.24.16,0.2927631157895939
Guangdong-Wind_Offshore_Far,2035.02.24.20,0.2359843824357599
Guangdong-Wind_Offshore_Far,2035.03.29.00,0.6215058635604505
Guangdong-Wind_Offshore_Far,2035.03.29.04,0.6541495269502821
Guangdong-Wind_Offshore_Far,2035.03.29.08,0.6009099536376161
Guangdong-Wind_Offshore_Far,2035.03.29.12,0.4351593905515278
Guangdong-Wind_Offshore_Far,2035.03.29.16,0.2952277851683422
Guangdong-Wind_Offshore_Far,2035.03.29.20,0.1800245714879644
Guangdong-Wind_Offshore_Far,2035.04.12.00,0.3399657956107029
Guangdong-Wind_Offshore_Far,2035.04.12.04,0.8082939390959359
Guangdong-Wind_Offshore_Far,2035.04.12.08,0.857866971891387
Guangdong-Wind_Offshore_Far,2035.04.12.12,0.7024954038145717
Guangdong-Wind_Offshore_Far,2035.04.12.16,0.5350997480691128
Guangdong-Wind_Offshore_Far,2035.04.12.20,0.6243896671273648
Guangdong-Wind_Offshore_Far,2035.05.28.00,0.0168497601621865
Guangdong-Wind_Offshore_Far,2035.05.28.04,0.0124171248594659
Guangdong-Wind_Offshore_Far,2035.05.28.08,0.0012356213937822
Guangdong-Wind_Offshore_Far,2035.05.28.12,0.011571006049707
Guangdong-Wind_Offshore_Far,2035.05.28.16,0.0044095833996067
Guangdong-Wind_Offshore_Far,2035.05.28.20,0.021631143111544
Guangdong-Wind_Offshore_Far,2035.06.28.00,0.0711031635389946
Guangdong-Wind_Offshore_Far,2035.06.28.04,0.0917194425350997
Guangdong-Wind_Offshore_Far,2035.06.28.08,0.0316392641957329
Guangdong-Wind_Offshore_Far,2035.06.28.12,0.0162170950393444
Guangdong-Wind_Offshore_Far,2035.06.28.16,0.0657901223307866
Guangdong-Wind_Offshore_Far,2035.06.28.20,0.1547244892881705
Guangdong-Wind_Offshore_Far,2035.07.12.00,0.3876827027460699
Guangdong-Wind_Offshore_Far,2035.07.12.04,0.2700168876124351
Guangdong-Wind_Offshore_Far,2035.07.12.08,0.1261967537115095
Guangdong-Wind_Offshore_Far,2035.07.12.12,0.0524623181807246
Guangdong-Wind_Offshore_Far,2035.07.12.16,0.0427401949003241
Guangdong-Wind_Offshore_Far,2035.07.12.20,0.0942205155379724
Guangdong-Wind_Offshore_Far,2035.08.10.00,0.1033918547764959
Guangdong-Wind_Offshore_Far,2035.08.10.04,0.0165474686513095
Guangdong-Wind_Offshore_Far,2035.08.10.08,0.0101931319940126
Guangdong-Wind_Offshore_Far,2035.08.10.12,0.0484155866010682
Guangdong-Wind_Offshore_Far,2035.08.10.16,0.0976293309309012
Guangdong-Wind_Offshore_Far,2035.08.10.20,0.1218843410590071
Guangdong-Wind_Offshore_Far,2035.09.29.00,0.0190361213817842
Guangdong-Wind_Offshore_Far,2035.09.29.04,0.0471595536859914
Guangdong-Wind_Offshore_Far,2035.09.29.08,0.0532330925867746
Guangdong-Wind_Offshore_Far,2035.09.29.12,0.0314837081458126
Guangdong-Wind_Offshore_Far,2035.09.29.16,0.010137552429699
Guangdong-Wind_Offshore_Far,2035.09.29.20,0.0154068408379175
Guangdong-Wind_Offshore_Far,2035.10.20.00,0.8637782835549898
Guangdong-Wind_Offshore_Far,2035.10.20.04,0.8711801303997807
Guangdong-Wind_Offshore_Far,2035.10.20.08,0.8516853038222206
Guangdong-Wind_Offshore_Far,2035.10.20.12,0.7907566749200622
Guangdong-Wind_Offshore_Far,2035.10.20.16,0.7707774519239904
Guangdong-Wind_Offshore_Far,2035.10.20.20,0.7094457412148886
Guangdong-Wind_Offshore_Far,2035.11.14.00,0.9063423137102636
Guangdong-Wind_Offshore_Far,2035.11.14.04,0.8951131478343778
Guangdong-Wind_Offshore_Far,2035.11.14.08,0.8857535456251774
Guangdong-Wind_Offshore_Far,2035.11.14.12,0.8466884489880372
Guangdong-Wind_Offshore_Far,2035.11.14.16,0.874341239716952
Guangdong-Wind_Offshore_Far,2035.11.14.20,0.8741168348751902
Guangdong-Wind_Offshore_Far,2035.12.25.00,0.4450495604133083
Guangdong-Wind_Offshore_Far,2035.12.25.04,0.6256659064991107
Guangdong-Wind_Offshore_Far,2035.12.25.08,0.6915756370298934
Guangdong-Wind_Offshore_Far,2035.12.25.12,0.5646000326756343
Guangdong-Wind_Offshore_Far,2035.12.25.16,0.6262824660679057
Guangdong-Wind_Offshore_Far,2035.12.25.20,0.6748684290556973
Guangdong-Wind_Offshore_Far,2040.01.02.00,0.3360624035818169
Guangdong-Wind_Offshore_Far,2040.01.02.04,0.365146873131946
Guangdong-Wind_Offshore_Far,2040.01.02.08,0.414594741544791
Guangdong-Wind_Offshore_Far,2040.01.02.12,0.3371065049736218
Guangdong-Wind_Offshore_Far,2040.01.02.16,0.2063553783245068
Guangdong-Wind_Offshore_Far,2040.01.02.20,0.2027618104727427
Guangdong-Wind_Offshore_Far,2040.02.07.00,0.299620450607192
Guangdong-Wind_Offshore_Far,2040.02.07.04,0.3563258822573074
Guangdong-Wind_Offshore_Far,2040.02.07.08,0.4648189790296447
Guangdong-Wind_Offshore_Far,2040.02.07.12,0.5258185100750232
Guangdong-Wind_Offshore_Far,2040.02.07.16,0.5277879029407656
Guangdong-Wind_Offshore_Far,2040.02.07.20,0.5288460988716824
Guangdong-Wind_Offshore_Far,2040.03.07.00,0.1206730691271138
Guangdong-Wind_Offshore_Far,2040.03.07.04,0.0789834292713761
Guangdong-Wind_Offshore_Far,2040.03.07.08,0.0690494090123058
Guangdong-Wind_Offshore_Far,2040.03.07.12,0.0247478292758072
Guangdong-Wind_Offshore_Far,2040.03.07.16,0.0169343312455524
Guangdong-Wind_Offshore_Far,2040.03.07.20,0.0280430941730121
Guangdong-Wind_Offshore_Far,2040.04.19.00,0.0638928442383876
Guangdong-Wind_Offshore_Far,2040.04.19.04,0.0319809493838334
Guangdong-Wind_Offshore_Far,2040.04.19.08,0.0221843901239479
Guangdong-Wind_Offshore_Far,2040.04.19.12,0.0326691975542899
Guangdong-Wind_Offshore_Far,2040.04.19.16,0.0264809022847018
Guangdong-Wind_Offshore_Far,2040.04.19.20,0.0836935187414418
Guangdong-Wind_Offshore_Far,2040.05.19.00,0.2401418220806353
Guangdong-Wind_Offshore_Far,2040.05.19.04,0.2990025209606807
Guangdong-Wind_Offshore_Far,2040.05.19.08,0.2809778321626622
Guangdong-Wind_Offshore_Far,2040.05.19.12,0.2415049495658097
Guangdong-Wind_Offshore_Far,2040.05.19.16,0.1786734368669896
Guangdong-Wind_Offshore_Far,2040.05.19.20,0.2823884298546773
Guangdong-Wind_Offshore_Far,2040.06.26.00,0.4606265607754315
Guangdong-Wind_Offshore_Far,2040.06.26.04,0.5148258566252595
Guangdong-Wind_Offshore_Far,2040.06.26.08,0.4625796987148567
Guangdong-Wind_Offshore_Far,2040.06.26.12,0.3826590995202774
Guangdong-Wind_Offshore_Far,2040.06.26.16,0.2025525752270717
Guangdong-Wind_Offshore_Far,2040.06.26.20,0.1627535697880054
Guangdong-Wind_Offshore_Far,2040.07.24.00,0.048173594153576
Guangdong-Wind_Offshore_Far,2040.07.24.04,0.0258441312417668
Guangdong-Wind_Offshore_Far,2040.07.24.08,0.0055191276836934
Guangdong-Wind_Offshore_Far,2040.07.24.12,0.0093897317389863
Guangdong-Wind_Offshore_Far,2040.07.24.16,0.0038390718083828
Guangdong-Wind_Offshore_Far,2040.07.24.20,0.0266216684799553
Guangdong-Wind_Offshore_Far,2040.08.26.00,0.5611794976163542
Guangdong-Wind_Offshore_Far,2040.08.26.04,0.4227285415560669
Guangdong-Wind_Offshore_Far,2040.08.26.08,0.4211165903016944
Guangdong-Wind_Offshore_Far,2040.08.26.12,0.5331796637827158
Guangdong-Wind_Offshore_Far,2040.08.26.16,0.5924917549968128
Guangdong-Wind_Offshore_Far,2040.08.26.20,0.430649052077614
Guangdong-Wind_Offshore_Far,2040.09.10.00,0.0117055645341389
Guangdong-Wind_Offshore_Far,2040.09.10.04,0.020753605065489
Guangdong-Wind_Offshore_Far,2040.09.10.08,0.0112368570327663
Guangdong-Wind_Offshore_Far,2040.09.10.12,0.0041298949425514
Guangdong-Wind_Offshore_Far,2040.09.10.16,0.0009136323466682
Guangdong-Wind_Offshore_Far,2040.09.10.20,0.0039894854611348
Guangdong-Wind_Offshore_Far,2040.10.13.00,0.8989672551602046
Guangdong-Wind_Offshore_Far,2040.10.13.04,0.8919970196663436
Guangdong-Wind_Offshore_Far,2040.10.13.08,0.8833637382161641
