load_zone,TIMEPOINT,zone_demand_mw
Tianjin,2040.10.13.13,9671.496626692908
Tibet,2040.10.13.13,1125.0
West_Inner_Mongolia,2040.10.13.13,32615.536336169524
Xinjiang,2040.10.13.13,33752.871244729125
Yunnan,2040.10.13.13,23125.0
Zhejiang,2040.10.13.13,56778.8445875278
Anhui,2040.10.13.14,25402.9167272878
Beijing,2040.10.13.14,11654.8629515698
Chongqing,2040.10.13.14,13933.102616192798
East_Inner_Mongolia,2040.10.13.14,7415.491689220851
Fujian,2040.10.13.14,30279.037993830847
Gansu,2040.10.13.14,15312.1534499404
Guangdong,2040.10.13.14,88135.4884759137
Guangxi,2040.10.13.14,25331.6144899075
Guizhou,2040.10.13.14,16947.951441780402
Hainan,2040.10.13.14,3973.661362270895
Hebei,2040.10.13.14,45071.02893317871
Heilongjiang,2040.10.13.14,8985.086354015559
Henan,2040.10.13.14,36308.8141427023
Hubei,2040.10.13.14,21582.22710268525
Hunan,2040.10.13.14,19390.5542350631
Jiangsu,2040.10.13.14,72231.47493492326
Jiangxi,2040.10.13.14,19559.33492505055
Jilin,2040.10.13.14,9011.6165373625
Liaoning,2040.10.13.14,26508.03366072875
Ningxia,2040.10.13.14,10908.3795081586
Qinghai,2040.10.13.14,7979.03150822333
Shaanxi,2040.10.13.14,20125.3731482164
Shandong,2040.10.13.14,70000.0
Shanghai,2040.10.13.14,17752.47101773765
Shanxi,2040.10.13.14,24588.6816807006
Sichuan,2040.10.13.14,33391.31594180115
Tianjin,2040.10.13.14,9709.027860263725
Tibet,2040.10.13.14,1100.0
West_Inner_Mongolia,2040.10.13.14,32617.37809555065
Xinjiang,2040.10.13.14,33684.907476525346
Yunnan,2040.10.13.14,23250.0
Zhejiang,2040.10.13.14,57871.0854443326
Anhui,2040.10.13.15,25535.13160087895
Beijing,2040.10.13.15,11627.81316920495
Chongqing,2040.10.13.15,14163.33146169845
East_Inner_Mongolia,2040.10.13.15,7387.912384976729
Fujian,2040.10.13.15,30401.036806579523
Gansu,2040.10.13.15,15161.07389332845
Guangdong,2040.10.13.15,89993.33465704
Guangxi,2040.10.13.15,25604.5119018497
Guizhou,2040.10.13.15,16632.63049641075
Hainan,2040.10.13.15,3946.3367789971226
Hebei,2040.10.13.15,44974.6837571272
Heilongjiang,2040.10.13.15,9555.255924756284
Henan,2040.10.13.15,36247.97767058805
Hubei,2040.10.13.15,21823.888474178973
Hunan,2040.10.13.15,19286.51134255825
Jiangsu,2040.10.13.15,72573.29054892168
Jiangxi,2040.10.13.15,19750.45224873792
Jilin,2040.10.13.15,9118.268168468934
Liaoning,2040.10.13.15,26719.821477428923
Ningxia,2040.10.13.15,10952.8123953528
Qinghai,2040.10.13.15,8038.73485254381
Shaanxi,2040.10.13.15,20181.81430825485
Shandong,2040.10.13.15,70000.0
Shanghai,2040.10.13.15,17696.993726316025
Shanxi,2040.10.13.15,24408.39980674805
Sichuan,2040.10.13.15,33560.149511429125
Tianjin,2040.10.13.15,9746.55909383454
Tibet,2040.10.13.15,1075.0
West_Inner_Mongolia,2040.10.13.15,32619.219854931776
Xinjiang,2040.10.13.15,33616.943708321574
Yunnan,2040.10.13.15,23375.0
Zhejiang,2040.10.13.15,58963.3263011374
Anhui,2040.10.13.16,25667.3464744701
Beijing,2040.10.13.16,11600.7633868401
Chongqing,2040.10.13.16,14393.5603072041
East_Inner_Mongolia,2040.10.13.16,7360.333080732608
Fujian,2040.10.13.16,30523.0356193282
Gansu,2040.10.13.16,15009.9943367165
Guangdong,2040.10.13.16,91851.1808381663
Guangxi,2040.10.13.16,25877.4093137919
Guizhou,2040.10.13.16,16317.3095510411
Hainan,2040.10.13.16,3919.01219572335
Hebei,2040.10.13.16,44878.3385810757
Heilongjiang,2040.10.13.16,10125.42549549701
Henan,2040.10.13.16,36187.1411984738
Hubei,2040.10.13.16,22065.5498456727
Hunan,2040.10.13.16,19182.4684500534
Jiangsu,2040.10.13.16,72915.1061629201
Jiangxi,2040.10.13.16,19941.5695724253
Jilin,2040.10.13.16,9224.91979957537
Liaoning,2040.10.13.16,26931.6092941291
Ningxia,2040.10.13.16,10997.245282547
Qinghai,2040.10.13.16,8098.43819686429
Shaanxi,2040.10.13.16,20238.2554682933
Shandong,2040.10.13.16,70000.0
Shanghai,2040.10.13.16,17641.5164348944
Shanxi,2040.10.13.16,24228.1179327955
Sichuan,2040.10.13.16,33728.9830810571
Tianjin,2040.10.13.16,9784.09032740536
Tibet,2040.10.13.16,1050.0
West_Inner_Mongolia,2040.10.13.16,32621.0616143129
Xinjiang,2040.10.13.16,33548.9799401178
Yunnan,2040.10.13.16,23500.0
Zhejiang,2040.10.13.16,60055.5671579422
Anhui,2040.10.13.17,25981.14839749988
Beijing,2040.10.13.17,11546.8268241125
Chongqing,2040.10.13.17,14087.20366019985
East_Inner_Mongolia,2040.10.13.17,7436.293150184227
Fujian,2040.10.13.17,30264.997318300124
Gansu,2040.10.13.17,15094.5602480163
Guangdong,2040.10.13.17,90044.81709776082
Guangxi,2040.10.13.17,25797.345489231226
Guizhou,2040.10.13.17,16709.45694124065
Hainan,2040.10.13.17,4015.99554630202
Hebei,2040.10.13.17,41259.9424299967
Heilongjiang,2040.10.13.17,9401.369565069332
Henan,2040.10.13.17,35873.44109985285
Hubei,2040.10.13.17,21719.549463864678
Hunan,2040.10.13.17,19312.648656133373
Jiangsu,2040.10.13.17,72342.5916442142
Jiangxi,2040.10.13.17,19966.482567794825
Jilin,2040.10.13.17,9162.480098535232
Liaoning,2040.10.13.17,26790.7196990478
Ningxia,2040.10.13.17,11182.04864213425
Qinghai,2040.10.13.17,8081.384178626968
Shaanxi,2040.10.13.17,20091.892514937324
Shandong,2040.10.13.17,70000.0
Shanghai,2040.10.13.17,17309.1670284362
Shanxi,2040.10.13.17,24500.89813225588
Sichuan,2040.10.13.17,32984.161690410976
Tianjin,2040.10.13.17,9584.121032272797
Tibet,2040.10.13.17,1075.0
West_Inner_Mongolia,2040.10.13.17,32965.79621073468
Xinjiang,2040.10.13.17,33720.92273764933
Yunnan,2040.10.13.17,23500.0
Zhejiang,2040.10.13.17,58374.3057679657
Anhui,2040.10.13.18,26294.95032052965
Beijing,2040.10.13.18,11492.8902613849
Chongqing,2040.10.13.18,13780.8470131956
East_Inner_Mongolia,2040.10.13.18,7512.253219635846
Fujian,2040.10.13.18,30006.95901727205
Gansu,2040.10.13.18,15179.1261593161
Guangdong,2040.10.13.18,88238.45335735535
Guangxi,2040.10.13.18,25717.28166467055
Guizhou,2040.10.13.18,17101.604331440198
Hainan,2040.10.13.18,4112.97889688069
Hebei,2040.10.13.18,37641.5462789177
Heilongjiang,2040.10.13.18,8677.313634641658
Henan,2040.10.13.18,35559.7410012319
Hubei,2040.10.13.18,21373.54908205665
Hunan,2040.10.13.18,19442.828862213348
Jiangsu,2040.10.13.18,71770.07712550831
Jiangxi,2040.10.13.18,19991.395563164348
Jilin,2040.10.13.18,9100.040397495097
Liaoning,2040.10.13.18,26649.830103966506
Ningxia,2040.10.13.18,11366.8520017215
Qinghai,2040.10.13.18,8064.330160389645
Shaanxi,2040.10.13.18,19945.529561581352
Shandong,2040.10.13.18,70000.0
Shanghai,2040.10.13.18,16976.817621978
Shanxi,2040.10.13.18,24773.678331716248
Sichuan,2040.10.13.18,32239.34029976485
Tianjin,2040.10.13.18,9384.151737140235
Tibet,2040.10.13.18,1100.0
West_Inner_Mongolia,2040.10.13.18,33310.53080715645
Xinjiang,2040.10.13.18,33892.865535180856
Yunnan,2040.10.13.18,23500.0
Zhejiang,2040.10.13.18,56693.0443779892
Anhui,2040.10.13.19,26608.752243559426
Beijing,2040.10.13.19,11438.9536986573
Chongqing,2040.10.13.19,13474.49036619135
East_Inner_Mongolia,2040.10.13.19,7588.213289087465
Fujian,2040.10.13.19,29748.92071624397
Gansu,2040.10.13.19,15263.6920706159
Guangdong,2040.10.13.19,86432.08961694987
Guangxi,2040.10.13.19,25637.217840109875
Guizhou,2040.10.13.19,17493.75172163975
Hainan,2040.10.13.19,4209.96224745936
Hebei,2040.10.13.19,34023.1501278387
Heilongjiang,2040.10.13.19,7953.257704213982
Henan,2040.10.13.19,35246.04090261095
Hubei,2040.10.13.19,21027.548700248622
Hunan,2040.10.13.19,19573.00906829333
Jiangsu,2040.10.13.19,71197.5626068024
Jiangxi,2040.10.13.19,20016.308558533878
Jilin,2040.10.13.19,9037.600696454958
Liaoning,2040.10.13.19,26508.9405088852
Ningxia,2040.10.13.19,11551.65536130875
Qinghai,2040.10.13.19,8047.276142152323
Shaanxi,2040.10.13.19,19799.166608225376
Shandong,2040.10.13.19,70000.0
Shanghai,2040.10.13.19,16644.4682155198
Shanxi,2040.10.13.19,25046.458531176624
Sichuan,2040.10.13.19,31494.518909118724
Tianjin,2040.10.13.19,9184.182442007674
Tibet,2040.10.13.19,1125.0
West_Inner_Mongolia,2040.10.13.19,33655.265403578225
Xinjiang,2040.10.13.19,34064.808332712375
Yunnan,2040.10.13.19,23500.0
Zhejiang,2040.10.13.19,55011.782988012696
Anhui,2040.10.13.20,26922.5541665892
Beijing,2040.10.13.20,11385.0171359297
Chongqing,2040.10.13.20,13168.1337191871
East_Inner_Mongolia,2040.10.13.20,7664.173358539083
Fujian,2040.10.13.20,29490.8824152159
Gansu,2040.10.13.20,15348.2579819157
Guangdong,2040.10.13.20,84625.7258765444
Guangxi,2040.10.13.20,25557.1540155492
Guizhou,2040.10.13.20,17885.8991118393
Hainan,2040.10.13.20,4306.94559803803
Hebei,2040.10.13.20,30404.7539767597
Heilongjiang,2040.10.13.20,7229.201773786306
Henan,2040.10.13.20,34932.340803989995
Hubei,2040.10.13.20,20681.5483184406
Hunan,2040.10.13.20,19703.1892743733
Jiangsu,2040.10.13.20,70625.0480880965
Jiangxi,2040.10.13.20,20041.2215539034
Jilin,2040.10.13.20,8975.16099541482
Liaoning,2040.10.13.20,26368.0509138039
Ningxia,2040.10.13.20,11736.458720896
Qinghai,2040.10.13.20,8030.222123915
Shaanxi,2040.10.13.20,19652.8036548694
Shandong,2040.10.13.20,70000.0
Shanghai,2040.10.13.20,16312.1188090616
Shanxi,2040.10.13.20,25319.238730637
Sichuan,2040.10.13.20,30749.6975184726
Tianjin,2040.10.13.20,8984.21314687511
Tibet,2040.10.13.20,1150.0
West_Inner_Mongolia,2040.10.13.20,34000.0
Xinjiang,2040.10.13.20,34236.7511302439
Yunnan,2040.10.13.20,23500.0
Zhejiang,2040.10.13.20,53330.5215980362
Anhui,2040.10.13.21,26085.2127697491
Beijing,2040.10.13.21,10515.025127893972
Chongqing,2040.10.13.21,13089.303368850426
East_Inner_Mongolia,2040.10.13.21,7354.992415782232
Fujian,2040.10.13.21,28763.75279940485
Gansu,2040.10.13.21,15057.010151051749
Guangdong,2040.10.13.21,82363.46794864125
Guangxi,2040.10.13.21,24454.264897470726
Guizhou,2040.10.13.21,16703.110888937197
Hainan,2040.10.13.21,4285.567370781882
Hebei,2040.10.13.21,31659.4783146659
Heilongjiang,2040.10.13.21,6974.794052073287
Henan,2040.10.13.21,34406.522985697
Hubei,2040.10.13.21,20454.2173560421
Hunan,2040.10.13.21,19543.906117121274
Jiangsu,2040.10.13.21,68294.10369438028
Jiangxi,2040.10.13.21,19468.843982726125
Jilin,2040.10.13.21,8455.829034992283
Liaoning,2040.10.13.21,25987.51716702017
Ningxia,2040.10.13.21,11561.063926598275
Qinghai,2040.10.13.21,8003.034504549665
Shaanxi,2040.10.13.21,19076.75071961965
Shandong,2040.10.13.21,67000.0
Shanghai,2040.10.13.21,15564.230014103
Shanxi,2040.10.13.21,24500.09232016425
Sichuan,2040.10.13.21,29788.037226508823
Tianjin,2040.10.13.21,8528.502567368303
Tibet,2040.10.13.21,1067.5
West_Inner_Mongolia,2040.10.13.21,33322.1490071167
Xinjiang,2040.10.13.21,33888.234651922576
Yunnan,2040.10.13.21,22722.502056863523
Zhejiang,2040.10.13.21,51666.71753079322
Anhui,2040.10.13.22,25247.871372909
Beijing,2040.10.13.22,9645.033119858244
Chongqing,2040.10.13.22,13010.47301851375
East_Inner_Mongolia,2040.10.13.22,7045.811473025381
Fujian,2040.10.13.22,28036.6231835938
Gansu,2040.10.13.22,14765.7623201878
Guangdong,2040.10.13.22,80101.2100207381
Guangxi,2040.10.13.22,23351.37577939225
Guizhou,2040.10.13.22,15520.3226660351
Hainan,2040.10.13.22,4264.189143525735
Hebei,2040.10.13.22,32914.2026525721
Heilongjiang,2040.10.13.22,6720.386330360268
Henan,2040.10.13.22,33880.705167404
Hubei,2040.10.13.22,20226.886393643603
Hunan,2040.10.13.22,19384.62295986925
Jiangsu,2040.10.13.22,65963.15930066405
Jiangxi,2040.10.13.22,18896.46641154885
Jilin,2040.10.13.22,7936.497074569746
Liaoning,2040.10.13.22,25606.98342023645
Ningxia,2040.10.13.22,11385.66913230055
Qinghai,2040.10.13.22,7975.84688518433
Shaanxi,2040.10.13.22,18500.6977843699
Shandong,2040.10.13.22,64000.0
Shanghai,2040.10.13.22,14816.3412191444
Shanxi,2040.10.13.22,23680.9459096915
Sichuan,2040.10.13.22,28826.37693454505
Tianjin,2040.10.13.22,8072.791987861496
Tibet,2040.10.13.22,985.0
West_Inner_Mongolia,2040.10.13.22,32644.2980142334
Xinjiang,2040.10.13.22,33539.71817360125
Yunnan,2040.10.13.22,21945.00411372705
Zhejiang,2040.10.13.22,50002.91346355025
Anhui,2040.10.13.23,24410.5299760689
Beijing,2040.10.13.23,8775.041111822517
Chongqing,2040.10.13.23,12931.642668177075
East_Inner_Mongolia,2040.10.13.23,6736.6305302685305
Fujian,2040.10.13.23,27309.49356778275
Gansu,2040.10.13.23,14474.51448932385
Guangdong,2040.10.13.23,77838.95209283495
Guangxi,2040.10.13.23,22248.48666131377
Guizhou,2040.10.13.23,14337.534443133
Hainan,2040.10.13.23,4242.810916269587
Hebei,2040.10.13.23,34168.9269904783
Heilongjiang,2040.10.13.23,6465.97860864725
Henan,2040.10.13.23,33354.887349111
Hubei,2040.10.13.23,19999.555431245102
Hunan,2040.10.13.23,19225.339802617225
Jiangsu,2040.10.13.23,63632.21490694783
Jiangxi,2040.10.13.23,18324.088840371576
Jilin,2040.10.13.23,7417.165114147208
Liaoning,2040.10.13.23,25226.449673452727
Ningxia,2040.10.13.23,11210.274338002824
Qinghai,2040.10.13.23,7948.659265818995
Shaanxi,2040.10.13.23,17924.64484912015
Shandong,2040.10.13.23,61000.0
Shanghai,2040.10.13.23,14068.4524241858
Shanxi,2040.10.13.23,22861.79949921875
Sichuan,2040.10.13.23,27864.71664258128
Tianjin,2040.10.13.23,7617.081408354687
Tibet,2040.10.13.23,902.5
West_Inner_Mongolia,2040.10.13.23,31966.4470213501
Xinjiang,2040.10.13.23,33191.201695279924
Yunnan,2040.10.13.23,21167.506170590572
Zhejiang,2040.10.13.23,48339.10939630728
Anhui,2040.11.11.00,24769.5046070732
Beijing,2040.11.11.00,10577.2265192293
Chongqing,2040.11.11.00,13001.6350130321
East_Inner_Mongolia,2040.11.11.00,6705.56077097276
Fujian,2040.11.11.00,25734.9971117115
Gansu,2040.11.11.00,16000.6330879676
Guangdong,2040.11.11.00,69728.4954588064
Guangxi,2040.11.11.00,21585.5976823994
Guizhou,2040.11.11.00,15065.8391651291
Hainan,2040.11.11.00,3925.93217041961
Hebei,2040.11.11.00,40700.0408910708
Heilongjiang,2040.11.11.00,6953.508946017824
Henan,2040.11.11.00,31718.6538102464
Hubei,2040.11.11.00,21058.0247947924
Hunan,2040.11.11.00,21118.9711902264
Jiangsu,2040.11.11.00,64240.4294202915
Jiangxi,2040.11.11.00,17092.7467409262
Jilin,2040.11.11.00,8032.87334340208
Liaoning,2040.11.11.00,27649.0454443106
Ningxia,2040.11.11.00,11276.0121828169
Qinghai,2040.11.11.00,8731.22212631301
Shaanxi,2040.11.11.00,18958.6412101242
Shandong,2040.11.11.00,58000.0
Shanghai,2040.11.11.00,13411.6445764769
Shanxi,2040.11.11.00,24952.7792667192
Sichuan,2040.11.11.00,28713.4325050336
Tianjin,2040.11.11.00,8394.12414309924
Tibet,2040.11.11.00,820.0
West_Inner_Mongolia,2040.11.11.00,32642.4313585296
Xinjiang,2040.11.11.00,34630.0424874813
Yunnan,2040.11.11.00,20943.5085948458
Zhejiang,2040.11.11.00,48356.7483539697
Anhui,2040.11.11.01,23887.677908041223
Beijing,2040.11.11.01,10242.32746649393
Chongqing,2040.11.11.01,12372.76564552005
East_Inner_Mongolia,2040.11.11.01,6647.448567157268
Fujian,2040.11.11.01,25137.908331030678
Gansu,2040.11.11.01,15803.300912277951
Guangdong,2040.11.11.01,67473.97222110572
Guangxi,2040.11.11.01,20785.865441915124
Guizhou,2040.11.11.01,14605.100847975353
Hainan,2040.11.11.01,3757.305649344045
Hebei,2040.11.11.01,39386.58010006337
Heilongjiang,2040.11.11.01,6852.245197325688
Henan,2040.11.11.01,30914.32926693825
Hubei,2040.11.11.01,20542.9131809636
Hunan,2040.11.11.01,19888.12993023095
Jiangsu,2040.11.11.01,62950.553107092
Jiangxi,2040.11.11.01,16665.1866315946
Jilin,2040.11.11.01,7920.093979521393
Liaoning,2040.11.11.01,27149.0885496018
Ningxia,2040.11.11.01,11175.087392926074
Qinghai,2040.11.11.01,8697.043798702927
Shaanxi,2040.11.11.01,18197.486737835825
Shandong,2040.11.11.01,58000.0
Shanghai,2040.11.11.01,12978.20710319295
Shanxi,2040.11.11.01,24626.026260268376
Sichuan,2040.11.11.01,27505.524353064
Tianjin,2040.11.11.01,8292.402619070812
Tibet,2040.11.11.01,802.5
West_Inner_Mongolia,2040.11.11.01,32390.721104487275
Xinjiang,2040.11.11.01,34169.5929674028
Yunnan,2040.11.11.01,20486.90107511868
Zhejiang,2040.11.11.01,46816.74106223822
Anhui,2040.11.11.02,23005.851209009248
Beijing,2040.11.11.02,9907.42841375856
Chongqing,2040.11.11.02,11743.896278008
East_Inner_Mongolia,2040.11.11.02,6589.336363341776
Fujian,2040.11.11.02,24540.81955034985
Gansu,2040.11.11.02,15605.9687365883
Guangdong,2040.11.11.02,65219.44898340505
Guangxi,2040.11.11.02,19986.13320143085
Guizhou,2040.11.11.02,14144.3625308216
Hainan,2040.11.11.02,3588.67912826848
Hebei,2040.11.11.02,38073.11930905595
Heilongjiang,2040.11.11.02,6750.981448633553
Henan,2040.11.11.02,30110.0047236301
Hubei,2040.11.11.02,20027.8015671348
Hunan,2040.11.11.02,18657.2886702355
Jiangsu,2040.11.11.02,61660.6767938925
Jiangxi,2040.11.11.02,16237.626522263
Jilin,2040.11.11.02,7807.314615640705
Liaoning,2040.11.11.02,26649.131654893
Ningxia,2040.11.11.02,11074.162603035247
Qinghai,2040.11.11.02,8662.865471092846
Shaanxi,2040.11.11.02,17436.332265547448
Shandong,2040.11.11.02,58000.0
Shanghai,2040.11.11.02,12544.769629908998
Shanxi,2040.11.11.02,24299.273253817548
Sichuan,2040.11.11.02,26297.616201094403
Tianjin,2040.11.11.02,8190.681095042384
Tibet,2040.11.11.02,785.0
West_Inner_Mongolia,2040.11.11.02,32139.010850444956
Xinjiang,2040.11.11.02,33709.1434473243
Yunnan,2040.11.11.02,20030.293555391552
Zhejiang,2040.11.11.02,45276.73377050675
Anhui,2040.11.11.03,22124.02450997728
Beijing,2040.11.11.03,9572.52936102319
Chongqing,2040.11.11.03,11115.02691049595
East_Inner_Mongolia,2040.11.11.03,6531.224159526283
Fujian,2040.11.11.03,23943.730769669022
Gansu,2040.11.11.03,15408.636560898649
Guangdong,2040.11.11.03,62964.92574570438
Guangxi,2040.11.11.03,19186.400960946576
Guizhou,2040.11.11.03,13683.62421366785
Hainan,2040.11.11.03,3420.0526071929157
Hebei,2040.11.11.03,36759.65851804853
Heilongjiang,2040.11.11.03,6649.717699941418
Henan,2040.11.11.03,29305.68018032195
Hubei,2040.11.11.03,19512.689953306
Hunan,2040.11.11.03,17426.44741024005
Jiangsu,2040.11.11.03,60370.800480693
Jiangxi,2040.11.11.03,15810.0664129314
Jilin,2040.11.11.03,7694.535251760017
Liaoning,2040.11.11.03,26149.1747601842
Ningxia,2040.11.11.03,10973.237813144426
Qinghai,2040.11.11.03,8628.687143482763
Shaanxi,2040.11.11.03,16675.177793259074
Shandong,2040.11.11.03,58000.0
Shanghai,2040.11.11.03,12111.332156625049
Shanxi,2040.11.11.03,23972.520247366723
Sichuan,2040.11.11.03,25089.7080491248
Tianjin,2040.11.11.03,8088.959571013957
Tibet,2040.11.11.03,767.5
West_Inner_Mongolia,2040.11.11.03,31887.300596402627
Xinjiang,2040.11.11.03,33248.693927245804
Yunnan,2040.11.11.03,19573.686035664425
Zhejiang,2040.11.11.03,43736.72647877527
Anhui,2040.11.11.04,21242.1978109453
Beijing,2040.11.11.04,9237.63030828782
Chongqing,2040.11.11.04,10486.1575429839
East_Inner_Mongolia,2040.11.11.04,6473.11195571079
Fujian,2040.11.11.04,23346.6419889882
Gansu,2040.11.11.04,15211.304385209
Guangdong,2040.11.11.04,60710.4025080037
Guangxi,2040.11.11.04,18386.6687204623
Guizhou,2040.11.11.04,13222.8858965141
Hainan,2040.11.11.04,3251.42608611735
Hebei,2040.11.11.04,35446.1977270411
Heilongjiang,2040.11.11.04,6548.453951249282
Henan,2040.11.11.04,28501.3556370138
Hubei,2040.11.11.04,18997.5783394772
Hunan,2040.11.11.04,16195.6061502446
Jiangsu,2040.11.11.04,59080.9241674935
Jiangxi,2040.11.11.04,15382.5063035998
Jilin,2040.11.11.04,7581.75588787933
Liaoning,2040.11.11.04,25649.2178654754
Ningxia,2040.11.11.04,10872.3130232536
Qinghai,2040.11.11.04,8594.50881587268
Shaanxi,2040.11.11.04,15914.0233209707
Shandong,2040.11.11.04,58000.0
Shanghai,2040.11.11.04,11677.8946833411
Shanxi,2040.11.11.04,23645.7672409159
Sichuan,2040.11.11.04,23881.7998971552
Tianjin,2040.11.11.04,7987.23804698553
Tibet,2040.11.11.04,750.0
West_Inner_Mongolia,2040.11.11.04,31635.5903423603
Xinjiang,2040.11.11.04,32788.2444071673
Yunnan,2040.11.11.04,19117.0785159373
Zhejiang,2040.11.11.04,42196.7191870438
Anhui,2040.11.11.05,21519.457040265974
Beijing,2040.11.11.05,10059.39741182624
Chongqing,2040.11.11.05,10582.84288285
East_Inner_Mongolia,2040.11.11.05,6711.128048659552
Fujian,2040.11.11.05,23592.97366399757
Gansu,2040.11.11.05,15551.700747762274
Guangdong,2040.11.11.05,62242.08330980433
Guangxi,2040.11.11.05,19004.144198810227
Guizhou,2040.11.11.05,14295.030785398523
Hainan,2040.11.11.05,3299.074253707357
Hebei,2040.11.11.05,36959.90936586993
Heilongjiang,2040.11.11.05,7268.452042513514
Henan,2040.11.11.05,28738.81525500557
Hubei,2040.11.11.05,19021.32221972
Hunan,2040.11.11.05,16487.623371022026
Jiangsu,2040.11.11.05,60512.6189459666
Jiangxi,2040.11.11.05,15386.56152715325
Jilin,2040.11.11.05,8108.845433879645
Liaoning,2040.11.11.05,26156.477360445675
Ningxia,2040.11.11.05,10885.054681315476
Qinghai,2040.11.11.05,8640.387098730114
Shaanxi,2040.11.11.05,16231.5026810398
Shandong,2040.11.11.05,58000.0
Shanghai,2040.11.11.05,12414.512469461924
Shanxi,2040.11.11.05,24003.015280391748
Sichuan,2040.11.11.05,24103.19267362848
Tianjin,2040.11.11.05,8697.676840002798
Tibet,2040.11.11.05,767.5
West_Inner_Mongolia,2040.11.11.05,31910.806884483376
Xinjiang,2040.11.11.05,32987.335235236606
Yunnan,2040.11.11.05,20069.9790457942
Zhejiang,2040.11.11.05,44961.70832876059
Anhui,2040.11.11.06,21796.71626958665
Beijing,2040.11.11.06,10881.16451536466
Chongqing,2040.11.11.06,10679.5282227161
East_Inner_Mongolia,2040.11.11.06,6949.144141608314
Fujian,2040.11.11.06,23839.30533900695
Gansu,2040.11.11.06,15892.09711031555
Guangdong,2040.11.11.06,63773.76411160495
Guangxi,2040.11.11.06,19621.619677158156
Guizhou,2040.11.11.06,15367.175674282951
Hainan,2040.11.11.06,3346.722421297365
Hebei,2040.11.11.06,38473.621004698754
Heilongjiang,2040.11.11.06,7988.450133777747
Henan,2040.11.11.06,28976.27487299735
Hubei,2040.11.11.06,19045.0660999628
Hunan,2040.11.11.06,16779.64059179945
Jiangsu,2040.11.11.06,61944.31372443969
Jiangxi,2040.11.11.06,15390.6167507067
Jilin,2040.11.11.06,8635.93497987996
Liaoning,2040.11.11.06,26663.736855415948
Ningxia,2040.11.11.06,10897.79633937735
Qinghai,2040.11.11.06,8686.26538158755
Shaanxi,2040.11.11.06,16548.982041108902
Shandong,2040.11.11.06,58000.0
Shanghai,2040.11.11.06,13151.13025558275
Shanxi,2040.11.11.06,24360.2633198676
Sichuan,2040.11.11.06,24324.585450101757
Tianjin,2040.11.11.06,9408.115633020065
Tibet,2040.11.11.06,785.0
West_Inner_Mongolia,2040.11.11.06,32186.02342660645
Xinjiang,2040.11.11.06,33186.4260633059
Yunnan,2040.11.11.06,21022.879575651103
Zhejiang,2040.11.11.06,47726.6974704774
Anhui,2040.11.11.07,22073.975498907326
Beijing,2040.11.11.07,11702.93161890308
Chongqing,2040.11.11.07,10776.2135625822
East_Inner_Mongolia,2040.11.11.07,7187.160234557076
Fujian,2040.11.11.07,24085.637014016327
Gansu,2040.11.11.07,16232.493472868824
Guangdong,2040.11.11.07,65305.444913405576
Guangxi,2040.11.11.07,20239.095155506075
Guizhou,2040.11.11.07,16439.320563167377
Hainan,2040.11.11.07,3394.370588887373
Hebei,2040.11.11.07,39987.33264352757
Heilongjiang,2040.11.11.07,8708.448225041979
Henan,2040.11.11.07,29213.734490989125
Hubei,2040.11.11.07,19068.8099802056
Hunan,2040.11.11.07,17071.657812576872
Jiangsu,2040.11.11.07,63376.0085029128
Jiangxi,2040.11.11.07,15394.671974260147
Jilin,2040.11.11.07,9163.024525880275
Liaoning,2040.11.11.07,27170.996350386224
Ningxia,2040.11.11.07,10910.537997439224
Qinghai,2040.11.11.07,8732.143664444986
Shaanxi,2040.11.11.07,16866.461401178
Shandong,2040.11.11.07,58000.0
Shanghai,2040.11.11.07,13887.748041703577
Shanxi,2040.11.11.07,24717.51135934345
Sichuan,2040.11.11.07,24545.978226575025
Tianjin,2040.11.11.07,10118.554426037332
Tibet,2040.11.11.07,802.5
West_Inner_Mongolia,2040.11.11.07,32461.23996872953
Xinjiang,2040.11.11.07,33385.5168913752
Yunnan,2040.11.11.07,21975.780105508
Zhejiang,2040.11.11.07,50491.6866121942
Anhui,2040.11.11.08,22351.234728228
Beijing,2040.11.11.08,12524.6987224415
Chongqing,2040.11.11.08,10872.8989024483
East_Inner_Mongolia,2040.11.11.08,7425.176327505837
Fujian,2040.11.11.08,24331.9686890257
Gansu,2040.11.11.08,16572.8898354221
Guangdong,2040.11.11.08,66837.1257152062
Guangxi,2040.11.11.08,20856.570633854
Guizhou,2040.11.11.08,17511.4654520518
Hainan,2040.11.11.08,3442.01875647738
Hebei,2040.11.11.08,41501.0442823564
Heilongjiang,2040.11.11.08,9428.446316306212
Henan,2040.11.11.08,29451.1941089809
Hubei,2040.11.11.08,19092.5538604484
Hunan,2040.11.11.08,17363.6750333543
Jiangsu,2040.11.11.08,64807.7032813859
Jiangxi,2040.11.11.08,15398.7271978136
Jilin,2040.11.11.08,9690.11407188059
Liaoning,2040.11.11.08,27678.2558453565
Ningxia,2040.11.11.08,10923.2796555011
Qinghai,2040.11.11.08,8778.02194730242
Shaanxi,2040.11.11.08,17183.9407612471
Shandong,2040.11.11.08,58000.0
Shanghai,2040.11.11.08,14624.3658278244
Shanxi,2040.11.11.08,25074.7593988193
Sichuan,2040.11.11.08,24767.3710030483
Tianjin,2040.11.11.08,10828.9932190546
Tibet,2040.11.11.08,820.0
