hydro_project,timeseries,hydro_avg_flow_per_mw,hydro_min_flow_per_mw
Hunan-Hydro_NonPumped,2045.07.07,0.441451,0.220725
Hunan-Hydro_NonPumped,2045.08.14,0.309223,0.154611
Hunan-Hydro_NonPumped,2045.09.17,0.244974,0.122487
Hunan-Hydro_NonPumped,2045.10.27,0.219896,0.109948
Hunan-Hydro_NonPumped,2045.11.02,0.228601,0.114301
Hunan-Hydro_NonPumped,2045.12.03,0.171606,0.085803
Hunan-Hydro_NonPumped,2050.01.04,0.168705,0.084352
Hunan-Hydro_NonPumped,2050.02.03,0.309016,0.154508
Hunan-Hydro_NonPumped,2050.03.16,0.427565,0.213782
Hunan-Hydro_NonPumped,2050.04.29,0.781762,0.390881
Hunan-Hydro_NonPumped,2050.05.17,0.948,0.474
Hunan-Hydro_NonPumped,2050.06.12,0.752746,0.376373
Hunan-Hydro_NonPumped,2050.07.23,0.441451,0.220725
Hunan-Hydro_NonPumped,2050.08.20,0.309223,0.154611
Hunan-Hydro_NonPumped,2050.09.13,0.244974,0.122487
Hunan-Hydro_NonPumped,2050.10.22,0.219896,0.109948
Hunan-Hydro_NonPumped,2050.11.29,0.228601,0.114301
Hunan-Hydro_NonPumped,2050.12.12,0.171606,0.085803
Hunan-Hydro_NonPumped,2055.01.27,0.168705,0.084352
Hunan-Hydro_NonPumped,2055.02.15,0.309016,0.154508
Hunan-Hydro_NonPumped,2055.03.16,0.427565,0.213782
Hunan-Hydro_NonPumped,2055.04.06,0.781762,0.390881
Hunan-Hydro_NonPumped,2055.05.13,0.948,0.474
Hunan-Hydro_NonPumped,2055.06.09,0.752746,0.376373
Hunan-Hydro_NonPumped,2055.07.15,0.441451,0.220725
Hunan-Hydro_NonPumped,2055.08.24,0.309223,0.154611
Hunan-Hydro_NonPumped,2055.09.26,0.244974,0.122487
Hunan-Hydro_NonPumped,2055.10.07,0.219896,0.109948
Hunan-Hydro_NonPumped,2055.11.16,0.228601,0.114301
Hunan-Hydro_NonPumped,2055.12.24,0.171606,0.085803
Hunan-Hydro_NonPumped,2060.01.08,0.168705,0.084352
Hunan-Hydro_NonPumped,2060.02.09,0.309016,0.154508
Hunan-Hydro_NonPumped,2060.03.06,0.427565,0.213782
Hunan-Hydro_NonPumped,2060.04.18,0.781762,0.390881
Hunan-Hydro_NonPumped,2060.05.12,0.948,0.474
Hunan-Hydro_NonPumped,2060.06.14,0.752746,0.376373
Hunan-Hydro_NonPumped,2060.07.24,0.441451,0.220725
Hunan-Hydro_NonPumped,2060.08.25,0.309223,0.154611
Hunan-Hydro_NonPumped,2060.09.12,0.244974,0.122487
Hunan-Hydro_NonPumped,2060.10.25,0.219896,0.109948
Hunan-Hydro_NonPumped,2060.11.19,0.228601,0.114301
Hunan-Hydro_NonPumped,2060.12.09,0.171606,0.085803
Hunan-Hydro_Pumped,2025.01.22,0.168705,0.084352
Hunan-Hydro_Pumped,2025.02.08,0.309016,0.154508
Hunan-Hydro_Pumped,2025.03.21,0.427565,0.213782
Hunan-Hydro_Pumped,2025.04.11,0.781762,0.390881
Hunan-Hydro_Pumped,2025.05.22,0.948,0.474
Hunan-Hydro_Pumped,2025.06.16,0.752746,0.376373
Hunan-Hydro_Pumped,2025.07.22,0.441451,0.220725
Hunan-Hydro_Pumped,2025.08.19,0.309223,0.154611
Hunan-Hydro_Pumped,2025.09.20,0.244974,0.122487
Hunan-Hydro_Pumped,2025.10.26,0.219896,0.109948
Hunan-Hydro_Pumped,2025.11.19,0.228601,0.114301
Hunan-Hydro_Pumped,2025.12.16,0.171606,0.085803
Hunan-Hydro_Pumped,2030.01.28,0.168705,0.084352
Hunan-Hydro_Pumped,2030.02.14,0.309016,0.154508
Hunan-Hydro_Pumped,2030.03.24,0.427565,0.213782
Hunan-Hydro_Pumped,2030.04.15,0.781762,0.390881
Hunan-Hydro_Pumped,2030.05.06,0.948,0.474
Hunan-Hydro_Pumped,2030.06.19,0.752746,0.376373
Hunan-Hydro_Pumped,2030.07.01,0.441451,0.220725
Hunan-Hydro_Pumped,2030.08.23,0.309223,0.154611
Hunan-Hydro_Pumped,2030.09.07,0.244974,0.122487
Hunan-Hydro_Pumped,2030.10.31,0.219896,0.109948
Hunan-Hydro_Pumped,2030.11.12,0.228601,0.114301
Hunan-Hydro_Pumped,2030.12.08,0.171606,0.085803
Hunan-Hydro_Pumped,2035.01.26,0.168705,0.084352
Hunan-Hydro_Pumped,2035.02.24,0.309016,0.154508
Hunan-Hydro_Pumped,2035.03.29,0.427565,0.213782
Hunan-Hydro_Pumped,2035.04.12,0.781762,0.390881
Hunan-Hydro_Pumped,2035.05.28,0.948,0.474
Hunan-Hydro_Pumped,2035.06.28,0.752746,0.376373
Hunan-Hydro_Pumped,2035.07.12,0.441451,0.220725
Hunan-Hydro_Pumped,2035.08.10,0.309223,0.154611
Hunan-Hydro_Pumped,2035.09.29,0.244974,0.122487
Hunan-Hydro_Pumped,2035.10.20,0.219896,0.109948
Hunan-Hydro_Pumped,2035.11.14,0.228601,0.114301
Hunan-Hydro_Pumped,2035.12.25,0.171606,0.085803
Hunan-Hydro_Pumped,2040.01.02,0.168705,0.084352
Hunan-Hydro_Pumped,2040.02.07,0.309016,0.154508
Hunan-Hydro_Pumped,2040.03.07,0.427565,0.213782
Hunan-Hydro_Pumped,2040.04.19,0.781762,0.390881
Hunan-Hydro_Pumped,2040.05.19,0.948,0.474
Hunan-Hydro_Pumped,2040.06.26,0.752746,0.376373
Hunan-Hydro_Pumped,2040.07.24,0.441451,0.220725
Hunan-Hydro_Pumped,2040.08.26,0.309223,0.154611
Hunan-Hydro_Pumped,2040.09.10,0.244974,0.122487
Hunan-Hydro_Pumped,2040.10.13,0.219896,0.109948
Hunan-Hydro_Pumped,2040.11.11,0.228601,0.114301
Hunan-Hydro_Pumped,2040.12.19,0.171606,0.085803
Hunan-Hydro_Pumped,2045.01.23,0.168705,0.084352
Hunan-Hydro_Pumped,2045.02.05,0.309016,0.154508
Hunan-Hydro_Pumped,2045.03.19,0.427565,0.213782
Hunan-Hydro_Pumped,2045.04.22,0.781762,0.390881
Hunan-Hydro_Pumped,2045.05.29,0.948,0.474
Hunan-Hydro_Pumped,2045.06.25,0.752746,0.376373
Hunan-Hydro_Pumped,2045.07.07,0.441451,0.220725
Hunan-Hydro_Pumped,2045.08.14,0.309223,0.154611
Hunan-Hydro_Pumped,2045.09.17,0.244974,0.122487
Hunan-Hydro_Pumped,2045.10.27,0.219896,0.109948
Hunan-Hydro_Pumped,2045.11.02,0.228601,0.114301
Hunan-Hydro_Pumped,2045.12.03,0.171606,0.085803
Hunan-Hydro_Pumped,2050.01.04,0.168705,0.084352
Hunan-Hydro_Pumped,2050.02.03,0.309016,0.154508
Hunan-Hydro_Pumped,2050.03.16,0.427565,0.213782
Hunan-Hydro_Pumped,2050.04.29,0.781762,0.390881
Hunan-Hydro_Pumped,2050.05.17,0.948,0.474
Hunan-Hydro_Pumped,2050.06.12,0.752746,0.376373
Hunan-Hydro_Pumped,2050.07.23,0.441451,0.220725
Hunan-Hydro_Pumped,2050.08.20,0.309223,0.154611
Hunan-Hydro_Pumped,2050.09.13,0.244974,0.122487
Hunan-Hydro_Pumped,2050.10.22,0.219896,0.109948
Hunan-Hydro_Pumped,2050.11.29,0.228601,0.114301
Hunan-Hydro_Pumped,2050.12.12,0.171606,0.085803
Hunan-Hydro_Pumped,2055.01.27,0.168705,0.084352
Hunan-Hydro_Pumped,2055.02.15,0.309016,0.154508
Hunan-Hydro_Pumped,2055.03.16,0.427565,0.213782
Hunan-Hydro_Pumped,2055.04.06,0.781762,0.390881
Hunan-Hydro_Pumped,2055.05.13,0.948,0.474
Hunan-Hydro_Pumped,2055.06.09,0.752746,0.376373
Hunan-Hydro_Pumped,2055.07.15,0.441451,0.220725
Hunan-Hydro_Pumped,2055.08.24,0.309223,0.154611
Hunan-Hydro_Pumped,2055.09.26,0.244974,0.122487
Hunan-Hydro_Pumped,2055.10.07,0.219896,0.109948
Hunan-Hydro_Pumped,2055.11.16,0.228601,0.114301
Hunan-Hydro_Pumped,2055.12.24,0.171606,0.085803
Hunan-Hydro_Pumped,2060.01.08,0.168705,0.084352
Hunan-Hydro_Pumped,2060.02.09,0.309016,0.154508
Hunan-Hydro_Pumped,2060.03.06,0.427565,0.213782
Hunan-Hydro_Pumped,2060.04.18,0.781762,0.390881
Hunan-Hydro_Pumped,2060.05.12,0.948,0.474
Hunan-Hydro_Pumped,2060.06.14,0.752746,0.376373
Hunan-Hydro_Pumped,2060.07.24,0.441451,0.220725
Hunan-Hydro_Pumped,2060.08.25,0.309223,0.154611
Hunan-Hydro_Pumped,2060.09.12,0.244974,0.122487
Hunan-Hydro_Pumped,2060.10.25,0.219896,0.109948
Hunan-Hydro_Pumped,2060.11.19,0.228601,0.114301
Hunan-Hydro_Pumped,2060.12.09,0.171606,0.085803
Jiangsu-Hydro_NonPumped,2025.01.22,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2025.02.08,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2025.03.21,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2025.04.11,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2025.05.22,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2025.06.16,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2025.07.22,0.948,0.474
Jiangsu-Hydro_NonPumped,2025.08.19,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2025.09.20,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2025.10.26,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2025.11.19,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2025.12.16,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2030.01.28,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2030.02.14,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2030.03.24,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2030.04.15,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2030.05.06,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2030.06.19,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2030.07.01,0.948,0.474
Jiangsu-Hydro_NonPumped,2030.08.23,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2030.09.07,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2030.10.31,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2030.11.12,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2030.12.08,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2035.01.26,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2035.02.24,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2035.03.29,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2035.04.12,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2035.05.28,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2035.06.28,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2035.07.12,0.948,0.474
Jiangsu-Hydro_NonPumped,2035.08.10,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2035.09.29,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2035.10.20,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2035.11.14,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2035.12.25,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2040.01.02,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2040.02.07,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2040.03.07,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2040.04.19,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2040.05.19,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2040.06.26,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2040.07.24,0.948,0.474
Jiangsu-Hydro_NonPumped,2040.08.26,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2040.09.10,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2040.10.13,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2040.11.11,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2040.12.19,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2045.01.23,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2045.02.05,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2045.03.19,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2045.04.22,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2045.05.29,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2045.06.25,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2045.07.07,0.948,0.474
Jiangsu-Hydro_NonPumped,2045.08.14,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2045.09.17,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2045.10.27,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2045.11.02,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2045.12.03,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2050.01.04,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2050.02.03,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2050.03.16,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2050.04.29,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2050.05.17,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2050.06.12,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2050.07.23,0.948,0.474
Jiangsu-Hydro_NonPumped,2050.08.20,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2050.09.13,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2050.10.22,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2050.11.29,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2050.12.12,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2055.01.27,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2055.02.15,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2055.03.16,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2055.04.06,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2055.05.13,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2055.06.09,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2055.07.15,0.948,0.474
Jiangsu-Hydro_NonPumped,2055.08.24,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2055.09.26,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2055.10.07,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2055.11.16,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2055.12.24,0.100266,0.050133
Jiangsu-Hydro_NonPumped,2060.01.08,0.079017,0.039509
Jiangsu-Hydro_NonPumped,2060.02.09,0.104914,0.052457
Jiangsu-Hydro_NonPumped,2060.03.06,0.167331,0.083665
Jiangsu-Hydro_NonPumped,2060.04.18,0.193227,0.096614
Jiangsu-Hydro_NonPumped,2060.05.12,0.284861,0.14243
Jiangsu-Hydro_NonPumped,2060.06.14,0.428951,0.214475
Jiangsu-Hydro_NonPumped,2060.07.24,0.948,0.474
Jiangsu-Hydro_NonPumped,2060.08.25,0.63413,0.317065
Jiangsu-Hydro_NonPumped,2060.09.12,0.35259,0.176295
Jiangsu-Hydro_NonPumped,2060.10.25,0.23506,0.11753
Jiangsu-Hydro_NonPumped,2060.11.19,0.163347,0.081673
Jiangsu-Hydro_NonPumped,2060.12.09,0.100266,0.050133
Jiangsu-Hydro_Pumped,2025.01.22,0.079017,0.039509
Jiangsu-Hydro_Pumped,2025.02.08,0.104914,0.052457
Jiangsu-Hydro_Pumped,2025.03.21,0.167331,0.083665
Jiangsu-Hydro_Pumped,2025.04.11,0.193227,0.096614
Jiangsu-Hydro_Pumped,2025.05.22,0.284861,0.14243
Jiangsu-Hydro_Pumped,2025.06.16,0.428951,0.214475
Jiangsu-Hydro_Pumped,2025.07.22,0.948,0.474
Jiangsu-Hydro_Pumped,2025.08.19,0.63413,0.317065
Jiangsu-Hydro_Pumped,2025.09.20,0.35259,0.176295
Jiangsu-Hydro_Pumped,2025.10.26,0.23506,0.11753
Jiangsu-Hydro_Pumped,2025.11.19,0.163347,0.081673
Jiangsu-Hydro_Pumped,2025.12.16,0.100266,0.050133
Jiangsu-Hydro_Pumped,2030.01.28,0.079017,0.039509
Jiangsu-Hydro_Pumped,2030.02.14,0.104914,0.052457
Jiangsu-Hydro_Pumped,2030.03.24,0.167331,0.083665
Jiangsu-Hydro_Pumped,2030.04.15,0.193227,0.096614
Jiangsu-Hydro_Pumped,2030.05.06,0.284861,0.14243
Jiangsu-Hydro_Pumped,2030.06.19,0.428951,0.214475
Jiangsu-Hydro_Pumped,2030.07.01,0.948,0.474
Jiangsu-Hydro_Pumped,2030.08.23,0.63413,0.317065
Jiangsu-Hydro_Pumped,2030.09.07,0.35259,0.176295
Jiangsu-Hydro_Pumped,2030.10.31,0.23506,0.11753
Jiangsu-Hydro_Pumped,2030.11.12,0.163347,0.081673
Jiangsu-Hydro_Pumped,2030.12.08,0.100266,0.050133
Jiangsu-Hydro_Pumped,2035.01.26,0.079017,0.039509
Jiangsu-Hydro_Pumped,2035.02.24,0.104914,0.052457
Jiangsu-Hydro_Pumped,2035.03.29,0.167331,0.083665
Jiangsu-Hydro_Pumped,2035.04.12,0.193227,0.096614
Jiangsu-Hydro_Pumped,2035.05.28,0.284861,0.14243
Jiangsu-Hydro_Pumped,2035.06.28,0.428951,0.214475
Jiangsu-Hydro_Pumped,2035.07.12,0.948,0.474
Jiangsu-Hydro_Pumped,2035.08.10,0.63413,0.317065
Jiangsu-Hydro_Pumped,2035.09.29,0.35259,0.176295
Jiangsu-Hydro_Pumped,2035.10.20,0.23506,0.11753
Jiangsu-Hydro_Pumped,2035.11.14,0.163347,0.081673
Jiangsu-Hydro_Pumped,2035.12.25,0.100266,0.050133
Jiangsu-Hydro_Pumped,2040.01.02,0.079017,0.039509
Jiangsu-Hydro_Pumped,2040.02.07,0.104914,0.052457
Jiangsu-Hydro_Pumped,2040.03.07,0.167331,0.083665
Jiangsu-Hydro_Pumped,2040.04.19,0.193227,0.096614
Jiangsu-Hydro_Pumped,2040.05.19,0.284861,0.14243
Jiangsu-Hydro_Pumped,2040.06.26,0.428951,0.214475
Jiangsu-Hydro_Pumped,2040.07.24,0.948,0.474
Jiangsu-Hydro_Pumped,2040.08.26,0.63413,0.317065
Jiangsu-Hydro_Pumped,2040.09.10,0.35259,0.176295
Jiangsu-Hydro_Pumped,2040.10.13,0.23506,0.11753
Jiangsu-Hydro_Pumped,2040.11.11,0.163347,0.081673
Jiangsu-Hydro_Pumped,2040.12.19,0.100266,0.050133
Jiangsu-Hydro_Pumped,2045.01.23,0.079017,0.039509
Jiangsu-Hydro_Pumped,2045.02.05,0.104914,0.052457
Jiangsu-Hydro_Pumped,2045.03.19,0.167331,0.083665
Jiangsu-Hydro_Pumped,2045.04.22,0.193227,0.096614
Jiangsu-Hydro_Pumped,2045.05.29,0.284861,0.14243
Jiangsu-Hydro_Pumped,2045.06.25,0.428951,0.214475
Jiangsu-Hydro_Pumped,2045.07.07,0.948,0.474
Jiangsu-Hydro_Pumped,2045.08.14,0.63413,0.317065
Jiangsu-Hydro_Pumped,2045.09.17,0.35259,0.176295
Jiangsu-Hydro_Pumped,2045.10.27,0.23506,0.11753
Jiangsu-Hydro_Pumped,2045.11.02,0.163347,0.081673
Jiangsu-Hydro_Pumped,2045.12.03,0.100266,0.050133
Jiangsu-Hydro_Pumped,2050.01.04,0.079017,0.039509
Jiangsu-Hydro_Pumped,2050.02.03,0.104914,0.052457
Jiangsu-Hydro_Pumped,2050.03.16,0.167331,0.083665
Jiangsu-Hydro_Pumped,2050.04.29,0.193227,0.096614
Jiangsu-Hydro_Pumped,2050.05.17,0.284861,0.14243
Jiangsu-Hydro_Pumped,2050.06.12,0.428951,0.214475
Jiangsu-Hydro_Pumped,2050.07.23,0.948,0.474
Jiangsu-Hydro_Pumped,2050.08.20,0.63413,0.317065
Jiangsu-Hydro_Pumped,2050.09.13,0.35259,0.176295
Jiangsu-Hydro_Pumped,2050.10.22,0.23506,0.11753
Jiangsu-Hydro_Pumped,2050.11.29,0.163347,0.081673
Jiangsu-Hydro_Pumped,2050.12.12,0.100266,0.050133
Jiangsu-Hydro_Pumped,2055.01.27,0.079017,0.039509
Jiangsu-Hydro_Pumped,2055.02.15,0.104914,0.052457
Jiangsu-Hydro_Pumped,2055.03.16,0.167331,0.083665
Jiangsu-Hydro_Pumped,2055.04.06,0.193227,0.096614
Jiangsu-Hydro_Pumped,2055.05.13,0.284861,0.14243
Jiangsu-Hydro_Pumped,2055.06.09,0.428951,0.214475
Jiangsu-Hydro_Pumped,2055.07.15,0.948,0.474
Jiangsu-Hydro_Pumped,2055.08.24,0.63413,0.317065
Jiangsu-Hydro_Pumped,2055.09.26,0.35259,0.176295
Jiangsu-Hydro_Pumped,2055.10.07,0.23506,0.11753
Jiangsu-Hydro_Pumped,2055.11.16,0.163347,0.081673
Jiangsu-Hydro_Pumped,2055.12.24,0.100266,0.050133
Jiangsu-Hydro_Pumped,2060.01.08,0.079017,0.039509
Jiangsu-Hydro_Pumped,2060.02.09,0.104914,0.052457
Jiangsu-Hydro_Pumped,2060.03.06,0.167331,0.083665
Jiangsu-Hydro_Pumped,2060.04.18,0.193227,0.096614
Jiangsu-Hydro_Pumped,2060.05.12,0.284861,0.14243
Jiangsu-Hydro_Pumped,2060.06.14,0.428951,0.214475
Jiangsu-Hydro_Pumped,2060.07.24,0.948,0.474
Jiangsu-Hydro_Pumped,2060.08.25,0.63413,0.317065
Jiangsu-Hydro_Pumped,2060.09.12,0.35259,0.176295
Jiangsu-Hydro_Pumped,2060.10.25,0.23506,0.11753
Jiangsu-Hydro_Pumped,2060.11.19,0.163347,0.081673
Jiangsu-Hydro_Pumped,2060.12.09,0.100266,0.050133
Jiangxi-Hydro_NonPumped,2025.01.22,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2025.02.08,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2025.03.21,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2025.04.11,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2025.05.22,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2025.06.16,0.948,0.474
Jiangxi-Hydro_NonPumped,2025.07.22,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2025.08.19,0.375,0.1875
Jiangxi-Hydro_NonPumped,2025.09.20,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2025.10.26,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2025.11.19,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2025.12.16,0.167585,0.083792
Jiangxi-Hydro_NonPumped,2030.01.28,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2030.02.14,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2030.03.24,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2030.04.15,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2030.05.06,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2030.06.19,0.948,0.474
Jiangxi-Hydro_NonPumped,2030.07.01,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2030.08.23,0.375,0.1875
Jiangxi-Hydro_NonPumped,2030.09.07,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2030.10.31,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2030.11.12,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2030.12.08,0.167585,0.083792
Jiangxi-Hydro_NonPumped,2035.01.26,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2035.02.24,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2035.03.29,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2035.04.12,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2035.05.28,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2035.06.28,0.948,0.474
Jiangxi-Hydro_NonPumped,2035.07.12,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2035.08.10,0.375,0.1875
Jiangxi-Hydro_NonPumped,2035.09.29,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2035.10.20,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2035.11.14,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2035.12.25,0.167585,0.083792
Jiangxi-Hydro_NonPumped,2040.01.02,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2040.02.07,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2040.03.07,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2040.04.19,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2040.05.19,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2040.06.26,0.948,0.474
Jiangxi-Hydro_NonPumped,2040.07.24,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2040.08.26,0.375,0.1875
Jiangxi-Hydro_NonPumped,2040.09.10,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2040.10.13,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2040.11.11,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2040.12.19,0.167585,0.083792
Jiangxi-Hydro_NonPumped,2045.01.23,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2045.02.05,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2045.03.19,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2045.04.22,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2045.05.29,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2045.06.25,0.948,0.474
Jiangxi-Hydro_NonPumped,2045.07.07,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2045.08.14,0.375,0.1875
Jiangxi-Hydro_NonPumped,2045.09.17,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2045.10.27,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2045.11.02,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2045.12.03,0.167585,0.083792
Jiangxi-Hydro_NonPumped,2050.01.04,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2050.02.03,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2050.03.16,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2050.04.29,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2050.05.17,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2050.06.12,0.948,0.474
Jiangxi-Hydro_NonPumped,2050.07.23,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2050.08.20,0.375,0.1875
Jiangxi-Hydro_NonPumped,2050.09.13,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2050.10.22,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2050.11.29,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2050.12.12,0.167585,0.083792
Jiangxi-Hydro_NonPumped,2055.01.27,0.176483,0.088242
Jiangxi-Hydro_NonPumped,2055.02.15,0.258475,0.129237
Jiangxi-Hydro_NonPumped,2055.03.16,0.463983,0.231992
Jiangxi-Hydro_NonPumped,2055.04.06,0.762712,0.381356
Jiangxi-Hydro_NonPumped,2055.05.13,0.900424,0.450212
Jiangxi-Hydro_NonPumped,2055.06.09,0.948,0.474
Jiangxi-Hydro_NonPumped,2055.07.15,0.552966,0.276483
Jiangxi-Hydro_NonPumped,2055.08.24,0.375,0.1875
Jiangxi-Hydro_NonPumped,2055.09.26,0.32839,0.164195
Jiangxi-Hydro_NonPumped,2055.10.07,0.237288,0.118644
Jiangxi-Hydro_NonPumped,2055.11.16,0.208475,0.104237
Jiangxi-Hydro_NonPumped,2055.12.24,0.167585,0.083792
