hydro_project,timeseries,hydro_avg_flow_per_mw,hydro_min_flow_per_mw
Anhui-Hydro_NonPumped,2025.01.22,0.07885,0.039425
Anhui-Hydro_NonPumped,2025.02.08,0.104723,0.052361
Anhui-Hydro_NonPumped,2025.03.21,0.167351,0.083676
Anhui-Hydro_NonPumped,2025.04.11,0.193018,0.096509
Anhui-Hydro_NonPumped,2025.05.22,0.285421,0.14271
Anhui-Hydro_NonPumped,2025.06.16,0.429158,0.214579
Anhui-Hydro_NonPumped,2025.07.22,0.948,0.474
Anhui-Hydro_NonPumped,2025.08.19,0.634497,0.317248
Anhui-Hydro_NonPumped,2025.09.20,0.352156,0.176078
Anhui-Hydro_NonPumped,2025.10.26,0.235113,0.117556
Anhui-Hydro_NonPumped,2025.11.19,0.163244,0.081622
Anhui-Hydro_NonPumped,2025.12.16,0.099897,0.049949
Anhui-Hydro_NonPumped,2030.01.28,0.07885,0.039425
Anhui-Hydro_NonPumped,2030.02.14,0.104723,0.052361
Anhui-Hydro_NonPumped,2030.03.24,0.167351,0.083676
Anhui-Hydro_NonPumped,2030.04.15,0.193018,0.096509
Anhui-Hydro_NonPumped,2030.05.06,0.285421,0.14271
Anhui-Hydro_NonPumped,2030.06.19,0.429158,0.214579
Anhui-Hydro_NonPumped,2030.07.01,0.948,0.474
Anhui-Hydro_NonPumped,2030.08.23,0.634497,0.317248
Anhui-Hydro_NonPumped,2030.09.07,0.352156,0.176078
Anhui-Hydro_NonPumped,2030.10.31,0.235113,0.117556
Anhui-Hydro_NonPumped,2030.11.12,0.163244,0.081622
Anhui-Hydro_NonPumped,2030.12.08,0.099897,0.049949
Anhui-Hydro_NonPumped,2035.01.26,0.07885,0.039425
Anhui-Hydro_NonPumped,2035.02.24,0.104723,0.052361
Anhui-Hydro_NonPumped,2035.03.29,0.167351,0.083676
Anhui-Hydro_NonPumped,2035.04.12,0.193018,0.096509
Anhui-Hydro_NonPumped,2035.05.28,0.285421,0.14271
Anhui-Hydro_NonPumped,2035.06.28,0.429158,0.214579
Anhui-Hydro_NonPumped,2035.07.12,0.948,0.474
Anhui-Hydro_NonPumped,2035.08.10,0.634497,0.317248
Anhui-Hydro_NonPumped,2035.09.29,0.352156,0.176078
Anhui-Hydro_NonPumped,2035.10.20,0.235113,0.117556
Anhui-Hydro_NonPumped,2035.11.14,0.163244,0.081622
Anhui-Hydro_NonPumped,2035.12.25,0.099897,0.049949
Anhui-Hydro_NonPumped,2040.01.02,0.07885,0.039425
Anhui-Hydro_NonPumped,2040.02.07,0.104723,0.052361
Anhui-Hydro_NonPumped,2040.03.07,0.167351,0.083676
Anhui-Hydro_NonPumped,2040.04.19,0.193018,0.096509
Anhui-Hydro_NonPumped,2040.05.19,0.285421,0.14271
Anhui-Hydro_NonPumped,2040.06.26,0.429158,0.214579
Anhui-Hydro_NonPumped,2040.07.24,0.948,0.474
Anhui-Hydro_NonPumped,2040.08.26,0.634497,0.317248
Anhui-Hydro_NonPumped,2040.09.10,0.352156,0.176078
Anhui-Hydro_NonPumped,2040.10.13,0.235113,0.117556
Anhui-Hydro_NonPumped,2040.11.11,0.163244,0.081622
Anhui-Hydro_NonPumped,2040.12.19,0.099897,0.049949
Anhui-Hydro_NonPumped,2045.01.23,0.07885,0.039425
Anhui-Hydro_NonPumped,2045.02.05,0.104723,0.052361
Anhui-Hydro_NonPumped,2045.03.19,0.167351,0.083676
Anhui-Hydro_NonPumped,2045.04.22,0.193018,0.096509
Anhui-Hydro_NonPumped,2045.05.29,0.285421,0.14271
Anhui-Hydro_NonPumped,2045.06.25,0.429158,0.214579
Anhui-Hydro_NonPumped,2045.07.07,0.948,0.474
Anhui-Hydro_NonPumped,2045.08.14,0.634497,0.317248
Anhui-Hydro_NonPumped,2045.09.17,0.352156,0.176078
Anhui-Hydro_NonPumped,2045.10.27,0.235113,0.117556
Anhui-Hydro_NonPumped,2045.11.02,0.163244,0.081622
Anhui-Hydro_NonPumped,2045.12.03,0.099897,0.049949
Anhui-Hydro_NonPumped,2050.01.04,0.07885,0.039425
Anhui-Hydro_NonPumped,2050.02.03,0.104723,0.052361
Anhui-Hydro_NonPumped,2050.03.16,0.167351,0.083676
Anhui-Hydro_NonPumped,2050.04.29,0.193018,0.096509
Anhui-Hydro_NonPumped,2050.05.17,0.285421,0.14271
Anhui-Hydro_NonPumped,2050.06.12,0.429158,0.214579
Anhui-Hydro_NonPumped,2050.07.23,0.948,0.474
Anhui-Hydro_NonPumped,2050.08.20,0.634497,0.317248
Anhui-Hydro_NonPumped,2050.09.13,0.352156,0.176078
Anhui-Hydro_NonPumped,2050.10.22,0.235113,0.117556
Anhui-Hydro_NonPumped,2050.11.29,0.163244,0.081622
Anhui-Hydro_NonPumped,2050.12.12,0.099897,0.049949
Anhui-Hydro_NonPumped,2055.01.27,0.07885,0.039425
Anhui-Hydro_NonPumped,2055.02.15,0.104723,0.052361
Anhui-Hydro_NonPumped,2055.03.16,0.167351,0.083676
Anhui-Hydro_NonPumped,2055.04.06,0.193018,0.096509
Anhui-Hydro_NonPumped,2055.05.13,0.285421,0.14271
Anhui-Hydro_NonPumped,2055.06.09,0.429158,0.214579
Anhui-Hydro_NonPumped,2055.07.15,0.948,0.474
Anhui-Hydro_NonPumped,2055.08.24,0.634497,0.317248
Anhui-Hydro_NonPumped,2055.09.26,0.352156,0.176078
Anhui-Hydro_NonPumped,2055.10.07,0.235113,0.117556
Anhui-Hydro_NonPumped,2055.11.16,0.163244,0.081622
Anhui-Hydro_NonPumped,2055.12.24,0.099897,0.049949
Anhui-Hydro_NonPumped,2060.01.08,0.07885,0.039425
Anhui-Hydro_NonPumped,2060.02.09,0.104723,0.052361
Anhui-Hydro_NonPumped,2060.03.06,0.167351,0.083676
Anhui-Hydro_NonPumped,2060.04.18,0.193018,0.096509
Anhui-Hydro_NonPumped,2060.05.12,0.285421,0.14271
Anhui-Hydro_NonPumped,2060.06.14,0.429158,0.214579
Anhui-Hydro_NonPumped,2060.07.24,0.948,0.474
Anhui-Hydro_NonPumped,2060.08.25,0.634497,0.317248
Anhui-Hydro_NonPumped,2060.09.12,0.352156,0.176078
Anhui-Hydro_NonPumped,2060.10.25,0.235113,0.117556
Anhui-Hydro_NonPumped,2060.11.19,0.163244,0.081622
Anhui-Hydro_NonPumped,2060.12.09,0.099897,0.049949
Anhui-Hydro_Pumped,2025.01.22,0.07885,0.039425
Anhui-Hydro_Pumped,2025.02.08,0.104723,0.052361
Anhui-Hydro_Pumped,2025.03.21,0.167351,0.083676
Anhui-Hydro_Pumped,2025.04.11,0.193018,0.096509
Anhui-Hydro_Pumped,2025.05.22,0.285421,0.14271
Anhui-Hydro_Pumped,2025.06.16,0.429158,0.214579
Anhui-Hydro_Pumped,2025.07.22,0.948,0.474
Anhui-Hydro_Pumped,2025.08.19,0.634497,0.317248
Anhui-Hydro_Pumped,2025.09.20,0.352156,0.176078
Anhui-Hydro_Pumped,2025.10.26,0.235113,0.117556
Anhui-Hydro_Pumped,2025.11.19,0.163244,0.081622
Anhui-Hydro_Pumped,2025.12.16,0.099897,0.049949
Anhui-Hydro_Pumped,2030.01.28,0.07885,0.039425
Anhui-Hydro_Pumped,2030.02.14,0.104723,0.052361
Anhui-Hydro_Pumped,2030.03.24,0.167351,0.083676
Anhui-Hydro_Pumped,2030.04.15,0.193018,0.096509
Anhui-Hydro_Pumped,2030.05.06,0.285421,0.14271
Anhui-Hydro_Pumped,2030.06.19,0.429158,0.214579
Anhui-Hydro_Pumped,2030.07.01,0.948,0.474
Anhui-Hydro_Pumped,2030.08.23,0.634497,0.317248
Anhui-Hydro_Pumped,2030.09.07,0.352156,0.176078
Anhui-Hydro_Pumped,2030.10.31,0.235113,0.117556
Anhui-Hydro_Pumped,2030.11.12,0.163244,0.081622
Anhui-Hydro_Pumped,2030.12.08,0.099897,0.049949
Anhui-Hydro_Pumped,2035.01.26,0.07885,0.039425
Anhui-Hydro_Pumped,2035.02.24,0.104723,0.052361
Anhui-Hydro_Pumped,2035.03.29,0.167351,0.083676
Anhui-Hydro_Pumped,2035.04.12,0.193018,0.096509
Anhui-Hydro_Pumped,2035.05.28,0.285421,0.14271
Anhui-Hydro_Pumped,2035.06.28,0.429158,0.214579
Anhui-Hydro_Pumped,2035.07.12,0.948,0.474
Anhui-Hydro_Pumped,2035.08.10,0.634497,0.317248
Anhui-Hydro_Pumped,2035.09.29,0.352156,0.176078
Anhui-Hydro_Pumped,2035.10.20,0.235113,0.117556
Anhui-Hydro_Pumped,2035.11.14,0.163244,0.081622
Anhui-Hydro_Pumped,2035.12.25,0.099897,0.049949
Anhui-Hydro_Pumped,2040.01.02,0.07885,0.039425
Anhui-Hydro_Pumped,2040.02.07,0.104723,0.052361
Anhui-Hydro_Pumped,2040.03.07,0.167351,0.083676
Anhui-Hydro_Pumped,2040.04.19,0.193018,0.096509
Anhui-Hydro_Pumped,2040.05.19,0.285421,0.14271
Anhui-Hydro_Pumped,2040.06.26,0.429158,0.214579
Anhui-Hydro_Pumped,2040.07.24,0.948,0.474
Anhui-Hydro_Pumped,2040.08.26,0.634497,0.317248
Anhui-Hydro_Pumped,2040.09.10,0.352156,0.176078
Anhui-Hydro_Pumped,2040.10.13,0.235113,0.117556
Anhui-Hydro_Pumped,2040.11.11,0.163244,0.081622
Anhui-Hydro_Pumped,2040.12.19,0.099897,0.049949
Anhui-Hydro_Pumped,2045.01.23,0.07885,0.039425
Anhui-Hydro_Pumped,2045.02.05,0.104723,0.052361
Anhui-Hydro_Pumped,2045.03.19,0.167351,0.083676
Anhui-Hydro_Pumped,2045.04.22,0.193018,0.096509
Anhui-Hydro_Pumped,2045.05.29,0.285421,0.14271
Anhui-Hydro_Pumped,2045.06.25,0.429158,0.214579
Anhui-Hydro_Pumped,2045.07.07,0.948,0.474
Anhui-Hydro_Pumped,2045.08.14,0.634497,0.317248
Anhui-Hydro_Pumped,2045.09.17,0.352156,0.176078
Anhui-Hydro_Pumped,2045.10.27,0.235113,0.117556
Anhui-Hydro_Pumped,2045.11.02,0.163244,0.081622
Anhui-Hydro_Pumped,2045.12.03,0.099897,0.049949
Anhui-Hydro_Pumped,2050.01.04,0.07885,0.039425
Anhui-Hydro_Pumped,2050.02.03,0.104723,0.052361
Anhui-Hydro_Pumped,2050.03.16,0.167351,0.083676
Anhui-Hydro_Pumped,2050.04.29,0.193018,0.096509
Anhui-Hydro_Pumped,2050.05.17,0.285421,0.14271
Anhui-Hydro_Pumped,2050.06.12,0.429158,0.214579
Anhui-Hydro_Pumped,2050.07.23,0.948,0.474
Anhui-Hydro_Pumped,2050.08.20,0.634497,0.317248
Anhui-Hydro_Pumped,2050.09.13,0.352156,0.176078
Anhui-Hydro_Pumped,2050.10.22,0.235113,0.117556
Anhui-Hydro_Pumped,2050.11.29,0.163244,0.081622
Anhui-Hydro_Pumped,2050.12.12,0.099897,0.049949
Anhui-Hydro_Pumped,2055.01.27,0.07885,0.039425
Anhui-Hydro_Pumped,2055.02.15,0.104723,0.052361
Anhui-Hydro_Pumped,2055.03.16,0.167351,0.083676
Anhui-Hydro_Pumped,2055.04.06,0.193018,0.096509
Anhui-Hydro_Pumped,2055.05.13,0.285421,0.14271
Anhui-Hydro_Pumped,2055.06.09,0.429158,0.214579
Anhui-Hydro_Pumped,2055.07.15,0.948,0.474
Anhui-Hydro_Pumped,2055.08.24,0.634497,0.317248
Anhui-Hydro_Pumped,2055.09.26,0.352156,0.176078
Anhui-Hydro_Pumped,2055.10.07,0.235113,0.117556
Anhui-Hydro_Pumped,2055.11.16,0.163244,0.081622
Anhui-Hydro_Pumped,2055.12.24,0.099897,0.049949
Anhui-Hydro_Pumped,2060.01.08,0.07885,0.039425
Anhui-Hydro_Pumped,2060.02.09,0.104723,0.052361
Anhui-Hydro_Pumped,2060.03.06,0.167351,0.083676
Anhui-Hydro_Pumped,2060.04.18,0.193018,0.096509
Anhui-Hydro_Pumped,2060.05.12,0.285421,0.14271
Anhui-Hydro_Pumped,2060.06.14,0.429158,0.214579
Anhui-Hydro_Pumped,2060.07.24,0.948,0.474
Anhui-Hydro_Pumped,2060.08.25,0.634497,0.317248
Anhui-Hydro_Pumped,2060.09.12,0.352156,0.176078
Anhui-Hydro_Pumped,2060.10.25,0.235113,0.117556
Anhui-Hydro_Pumped,2060.11.19,0.163244,0.081622
Anhui-Hydro_Pumped,2060.12.09,0.099897,0.049949
Beijing-Hydro_NonPumped,2025.01.22,0.125877,0.062939
Beijing-Hydro_NonPumped,2025.02.08,0.114035,0.057018
Beijing-Hydro_NonPumped,2025.03.21,0.103801,0.051901
Beijing-Hydro_NonPumped,2025.04.11,0.089474,0.044737
Beijing-Hydro_NonPumped,2025.05.22,0.080702,0.040351
Beijing-Hydro_NonPumped,2025.06.16,0.132456,0.066228
Beijing-Hydro_NonPumped,2025.07.22,0.394737,0.197368
Beijing-Hydro_NonPumped,2025.08.19,0.948,0.474
Beijing-Hydro_NonPumped,2025.09.20,0.397661,0.19883
Beijing-Hydro_NonPumped,2025.10.26,0.232456,0.116228
Beijing-Hydro_NonPumped,2025.11.19,0.171053,0.085526
Beijing-Hydro_NonPumped,2025.12.16,0.138889,0.069444
Beijing-Hydro_NonPumped,2030.01.28,0.125877,0.062939
Beijing-Hydro_NonPumped,2030.02.14,0.114035,0.057018
Beijing-Hydro_NonPumped,2030.03.24,0.103801,0.051901
Beijing-Hydro_NonPumped,2030.04.15,0.089474,0.044737
Beijing-Hydro_NonPumped,2030.05.06,0.080702,0.040351
Beijing-Hydro_NonPumped,2030.06.19,0.132456,0.066228
Beijing-Hydro_NonPumped,2030.07.01,0.394737,0.197368
Beijing-Hydro_NonPumped,2030.08.23,0.948,0.474
Beijing-Hydro_NonPumped,2030.09.07,0.397661,0.19883
Beijing-Hydro_NonPumped,2030.10.31,0.232456,0.116228
Beijing-Hydro_NonPumped,2030.11.12,0.171053,0.085526
Beijing-Hydro_NonPumped,2030.12.08,0.138889,0.069444
Beijing-Hydro_NonPumped,2035.01.26,0.125877,0.062939
Beijing-Hydro_NonPumped,2035.02.24,0.114035,0.057018
Beijing-Hydro_NonPumped,2035.03.29,0.103801,0.051901
Beijing-Hydro_NonPumped,2035.04.12,0.089474,0.044737
Beijing-Hydro_NonPumped,2035.05.28,0.080702,0.040351
Beijing-Hydro_NonPumped,2035.06.28,0.132456,0.066228
Beijing-Hydro_NonPumped,2035.07.12,0.394737,0.197368
Beijing-Hydro_NonPumped,2035.08.10,0.948,0.474
Beijing-Hydro_NonPumped,2035.09.29,0.397661,0.19883
Beijing-Hydro_NonPumped,2035.10.20,0.232456,0.116228
Beijing-Hydro_NonPumped,2035.11.14,0.171053,0.085526
Beijing-Hydro_NonPumped,2035.12.25,0.138889,0.069444
Beijing-Hydro_NonPumped,2040.01.02,0.125877,0.062939
Beijing-Hydro_NonPumped,2040.02.07,0.114035,0.057018
Beijing-Hydro_NonPumped,2040.03.07,0.103801,0.051901
Beijing-Hydro_NonPumped,2040.04.19,0.089474,0.044737
Beijing-Hydro_NonPumped,2040.05.19,0.080702,0.040351
Beijing-Hydro_NonPumped,2040.06.26,0.132456,0.066228
Beijing-Hydro_NonPumped,2040.07.24,0.394737,0.197368
Beijing-Hydro_NonPumped,2040.08.26,0.948,0.474
Beijing-Hydro_NonPumped,2040.09.10,0.397661,0.19883
Beijing-Hydro_NonPumped,2040.10.13,0.232456,0.116228
Beijing-Hydro_NonPumped,2040.11.11,0.171053,0.085526
Beijing-Hydro_NonPumped,2040.12.19,0.138889,0.069444
Beijing-Hydro_NonPumped,2045.01.23,0.125877,0.062939
Beijing-Hydro_NonPumped,2045.02.05,0.114035,0.057018
Beijing-Hydro_NonPumped,2045.03.19,0.103801,0.051901
Beijing-Hydro_NonPumped,2045.04.22,0.089474,0.044737
Beijing-Hydro_NonPumped,2045.05.29,0.080702,0.040351
Beijing-Hydro_NonPumped,2045.06.25,0.132456,0.066228
Beijing-Hydro_NonPumped,2045.07.07,0.394737,0.197368
Beijing-Hydro_NonPumped,2045.08.14,0.948,0.474
Beijing-Hydro_NonPumped,2045.09.17,0.397661,0.19883
Beijing-Hydro_NonPumped,2045.10.27,0.232456,0.116228
Beijing-Hydro_NonPumped,2045.11.02,0.171053,0.085526
Beijing-Hydro_NonPumped,2045.12.03,0.138889,0.069444
Beijing-Hydro_NonPumped,2050.01.04,0.125877,0.062939
Beijing-Hydro_NonPumped,2050.02.03,0.114035,0.057018
Beijing-Hydro_NonPumped,2050.03.16,0.103801,0.051901
Beijing-Hydro_NonPumped,2050.04.29,0.089474,0.044737
Beijing-Hydro_NonPumped,2050.05.17,0.080702,0.040351
Beijing-Hydro_NonPumped,2050.06.12,0.132456,0.066228
Beijing-Hydro_NonPumped,2050.07.23,0.394737,0.197368
Beijing-Hydro_NonPumped,2050.08.20,0.948,0.474
Beijing-Hydro_NonPumped,2050.09.13,0.397661,0.19883
Beijing-Hydro_NonPumped,2050.10.22,0.232456,0.116228
Beijing-Hydro_NonPumped,2050.11.29,0.171053,0.085526
Beijing-Hydro_NonPumped,2050.12.12,0.138889,0.069444
Beijing-Hydro_NonPumped,2055.01.27,0.125877,0.062939
Beijing-Hydro_NonPumped,2055.02.15,0.114035,0.057018
Beijing-Hydro_NonPumped,2055.03.16,0.103801,0.051901
Beijing-Hydro_NonPumped,2055.04.06,0.089474,0.044737
Beijing-Hydro_NonPumped,2055.05.13,0.080702,0.040351
Beijing-Hydro_NonPumped,2055.06.09,0.132456,0.066228
Beijing-Hydro_NonPumped,2055.07.15,0.394737,0.197368
Beijing-Hydro_NonPumped,2055.08.24,0.948,0.474
Beijing-Hydro_NonPumped,2055.09.26,0.397661,0.19883
Beijing-Hydro_NonPumped,2055.10.07,0.232456,0.116228
Beijing-Hydro_NonPumped,2055.11.16,0.171053,0.085526
Beijing-Hydro_NonPumped,2055.12.24,0.138889,0.069444
Beijing-Hydro_NonPumped,2060.01.08,0.125877,0.062939
Beijing-Hydro_NonPumped,2060.02.09,0.114035,0.057018
Beijing-Hydro_NonPumped,2060.03.06,0.103801,0.051901
Beijing-Hydro_NonPumped,2060.04.18,0.089474,0.044737
Beijing-Hydro_NonPumped,2060.05.12,0.080702,0.040351
Beijing-Hydro_NonPumped,2060.06.14,0.132456,0.066228
Beijing-Hydro_NonPumped,2060.07.24,0.394737,0.197368
Beijing-Hydro_NonPumped,2060.08.25,0.948,0.474
Beijing-Hydro_NonPumped,2060.09.12,0.397661,0.19883
Beijing-Hydro_NonPumped,2060.10.25,0.232456,0.116228
Beijing-Hydro_NonPumped,2060.11.19,0.171053,0.085526
Beijing-Hydro_NonPumped,2060.12.09,0.138889,0.069444
Beijing-Hydro_Pumped,2025.01.22,0.125877,0.062939
Beijing-Hydro_Pumped,2025.02.08,0.114035,0.057018
Beijing-Hydro_Pumped,2025.03.21,0.103801,0.051901
Beijing-Hydro_Pumped,2025.04.11,0.089474,0.044737
Beijing-Hydro_Pumped,2025.05.22,0.080702,0.040351
Beijing-Hydro_Pumped,2025.06.16,0.132456,0.066228
Beijing-Hydro_Pumped,2025.07.22,0.394737,0.197368
Beijing-Hydro_Pumped,2025.08.19,0.948,0.474
Beijing-Hydro_Pumped,2025.09.20,0.397661,0.19883
Beijing-Hydro_Pumped,2025.10.26,0.232456,0.116228
Beijing-Hydro_Pumped,2025.11.19,0.171053,0.085526
Beijing-Hydro_Pumped,2025.12.16,0.138889,0.069444
Beijing-Hydro_Pumped,2030.01.28,0.125877,0.062939
Beijing-Hydro_Pumped,2030.02.14,0.114035,0.057018
Beijing-Hydro_Pumped,2030.03.24,0.103801,0.051901
Beijing-Hydro_Pumped,2030.04.15,0.089474,0.044737
Beijing-Hydro_Pumped,2030.05.06,0.080702,0.040351
Beijing-Hydro_Pumped,2030.06.19,0.132456,0.066228
Beijing-Hydro_Pumped,2030.07.01,0.394737,0.197368
Beijing-Hydro_Pumped,2030.08.23,0.948,0.474
Beijing-Hydro_Pumped,2030.09.07,0.397661,0.19883
Beijing-Hydro_Pumped,2030.10.31,0.232456,0.116228
Beijing-Hydro_Pumped,2030.11.12,0.171053,0.085526
Beijing-Hydro_Pumped,2030.12.08,0.138889,0.069444
Beijing-Hydro_Pumped,2035.01.26,0.125877,0.062939
Beijing-Hydro_Pumped,2035.02.24,0.114035,0.057018
Beijing-Hydro_Pumped,2035.03.29,0.103801,0.051901
Beijing-Hydro_Pumped,2035.04.12,0.089474,0.044737
Beijing-Hydro_Pumped,2035.05.28,0.080702,0.040351
Beijing-Hydro_Pumped,2035.06.28,0.132456,0.066228
Beijing-Hydro_Pumped,2035.07.12,0.394737,0.197368
Beijing-Hydro_Pumped,2035.08.10,0.948,0.474
Beijing-Hydro_Pumped,2035.09.29,0.397661,0.19883
Beijing-Hydro_Pumped,2035.10.20,0.232456,0.116228
Beijing-Hydro_Pumped,2035.11.14,0.171053,0.085526
Beijing-Hydro_Pumped,2035.12.25,0.138889,0.069444
Beijing-Hydro_Pumped,2040.01.02,0.125877,0.062939
Beijing-Hydro_Pumped,2040.02.07,0.114035,0.057018
Beijing-Hydro_Pumped,2040.03.07,0.103801,0.051901
Beijing-Hydro_Pumped,2040.04.19,0.089474,0.044737
Beijing-Hydro_Pumped,2040.05.19,0.080702,0.040351
Beijing-Hydro_Pumped,2040.06.26,0.132456,0.066228
Beijing-Hydro_Pumped,2040.07.24,0.394737,0.197368
Beijing-Hydro_Pumped,2040.08.26,0.948,0.474
Beijing-Hydro_Pumped,2040.09.10,0.397661,0.19883
Beijing-Hydro_Pumped,2040.10.13,0.232456,0.116228
Beijing-Hydro_Pumped,2040.11.11,0.171053,0.085526
Beijing-Hydro_Pumped,2040.12.19,0.138889,0.069444
Beijing-Hydro_Pumped,2045.01.23,0.125877,0.062939
Beijing-Hydro_Pumped,2045.02.05,0.114035,0.057018
Beijing-Hydro_Pumped,2045.03.19,0.103801,0.051901
Beijing-Hydro_Pumped,2045.04.22,0.089474,0.044737
Beijing-Hydro_Pumped,2045.05.29,0.080702,0.040351
Beijing-Hydro_Pumped,2045.06.25,0.132456,0.066228
Beijing-Hydro_Pumped,2045.07.07,0.394737,0.197368
Beijing-Hydro_Pumped,2045.08.14,0.948,0.474
Beijing-Hydro_Pumped,2045.09.17,0.397661,0.19883
Beijing-Hydro_Pumped,2045.10.27,0.232456,0.116228
Beijing-Hydro_Pumped,2045.11.02,0.171053,0.085526
Beijing-Hydro_Pumped,2045.12.03,0.138889,0.069444
Beijing-Hydro_Pumped,2050.01.04,0.125877,0.062939
Beijing-Hydro_Pumped,2050.02.03,0.114035,0.057018
Beijing-Hydro_Pumped,2050.03.16,0.103801,0.051901
Beijing-Hydro_Pumped,2050.04.29,0.089474,0.044737
Beijing-Hydro_Pumped,2050.05.17,0.080702,0.040351
Beijing-Hydro_Pumped,2050.06.12,0.132456,0.066228
Beijing-Hydro_Pumped,2050.07.23,0.394737,0.197368
Beijing-Hydro_Pumped,2050.08.20,0.948,0.474
Beijing-Hydro_Pumped,2050.09.13,0.397661,0.19883
Beijing-Hydro_Pumped,2050.10.22,0.232456,0.116228
Beijing-Hydro_Pumped,2050.11.29,0.171053,0.085526
Beijing-Hydro_Pumped,2050.12.12,0.138889,0.069444
Beijing-Hydro_Pumped,2055.01.27,0.125877,0.062939
Beijing-Hydro_Pumped,2055.02.15,0.114035,0.057018
Beijing-Hydro_Pumped,2055.03.16,0.103801,0.051901
Beijing-Hydro_Pumped,2055.04.06,0.089474,0.044737
Beijing-Hydro_Pumped,2055.05.13,0.080702,0.040351
Beijing-Hydro_Pumped,2055.06.09,0.132456,0.066228
Beijing-Hydro_Pumped,2055.07.15,0.394737,0.197368
Beijing-Hydro_Pumped,2055.08.24,0.948,0.474
Beijing-Hydro_Pumped,2055.09.26,0.397661,0.19883
Beijing-Hydro_Pumped,2055.10.07,0.232456,0.116228
Beijing-Hydro_Pumped,2055.11.16,0.171053,0.085526
Beijing-Hydro_Pumped,2055.12.24,0.138889,0.069444
Beijing-Hydro_Pumped,2060.01.08,0.125877,0.062939
Beijing-Hydro_Pumped,2060.02.09,0.114035,0.057018
Beijing-Hydro_Pumped,2060.03.06,0.103801,0.051901
Beijing-Hydro_Pumped,2060.04.18,0.089474,0.044737
Beijing-Hydro_Pumped,2060.05.12,0.080702,0.040351
Beijing-Hydro_Pumped,2060.06.14,0.132456,0.066228
Beijing-Hydro_Pumped,2060.07.24,0.394737,0.197368
Beijing-Hydro_Pumped,2060.08.25,0.948,0.474
Beijing-Hydro_Pumped,2060.09.12,0.397661,0.19883
Beijing-Hydro_Pumped,2060.10.25,0.232456,0.116228
Beijing-Hydro_Pumped,2060.11.19,0.171053,0.085526
Beijing-Hydro_Pumped,2060.12.09,0.138889,0.069444
Chongqing-Hydro_NonPumped,2025.01.22,0.141626,0.070813
Chongqing-Hydro_NonPumped,2025.02.08,0.12619,0.063095
Chongqing-Hydro_NonPumped,2025.03.21,0.132964,0.066482
Chongqing-Hydro_NonPumped,2025.04.11,0.184442,0.092221
Chongqing-Hydro_NonPumped,2025.05.22,0.308662,0.154331
Chongqing-Hydro_NonPumped,2025.06.16,0.567118,0.283559
Chongqing-Hydro_NonPumped,2025.07.22,0.948,0.474
Chongqing-Hydro_NonPumped,2025.08.19,0.948,0.474
Chongqing-Hydro_NonPumped,2025.09.20,0.907143,0.453571
Chongqing-Hydro_NonPumped,2025.10.26,0.616297,0.308149
Chongqing-Hydro_NonPumped,2025.11.19,0.323153,0.161576
Chongqing-Hydro_NonPumped,2025.12.16,0.192529,0.096264
Chongqing-Hydro_NonPumped,2030.01.28,0.141626,0.070813
Chongqing-Hydro_NonPumped,2030.02.14,0.12619,0.063095
Chongqing-Hydro_NonPumped,2030.03.24,0.132964,0.066482
Chongqing-Hydro_NonPumped,2030.04.15,0.184442,0.092221
Chongqing-Hydro_NonPumped,2030.05.06,0.308662,0.154331
Chongqing-Hydro_NonPumped,2030.06.19,0.567118,0.283559
Chongqing-Hydro_NonPumped,2030.07.01,0.948,0.474
Chongqing-Hydro_NonPumped,2030.08.23,0.948,0.474
Chongqing-Hydro_NonPumped,2030.09.07,0.907143,0.453571
Chongqing-Hydro_NonPumped,2030.10.31,0.616297,0.308149
Chongqing-Hydro_NonPumped,2030.11.12,0.323153,0.161576
Chongqing-Hydro_NonPumped,2030.12.08,0.192529,0.096264
Chongqing-Hydro_NonPumped,2035.01.26,0.141626,0.070813
Chongqing-Hydro_NonPumped,2035.02.24,0.12619,0.063095
Chongqing-Hydro_NonPumped,2035.03.29,0.132964,0.066482
Chongqing-Hydro_NonPumped,2035.04.12,0.184442,0.092221
Chongqing-Hydro_NonPumped,2035.05.28,0.308662,0.154331
Chongqing-Hydro_NonPumped,2035.06.28,0.567118,0.283559
Chongqing-Hydro_NonPumped,2035.07.12,0.948,0.474
Chongqing-Hydro_NonPumped,2035.08.10,0.948,0.474
Chongqing-Hydro_NonPumped,2035.09.29,0.907143,0.453571
Chongqing-Hydro_NonPumped,2035.10.20,0.616297,0.308149
Chongqing-Hydro_NonPumped,2035.11.14,0.323153,0.161576
Chongqing-Hydro_NonPumped,2035.12.25,0.192529,0.096264
Chongqing-Hydro_NonPumped,2040.01.02,0.141626,0.070813
Chongqing-Hydro_NonPumped,2040.02.07,0.12619,0.063095
Chongqing-Hydro_NonPumped,2040.03.07,0.132964,0.066482
Chongqing-Hydro_NonPumped,2040.04.19,0.184442,0.092221
Chongqing-Hydro_NonPumped,2040.05.19,0.308662,0.154331
Chongqing-Hydro_NonPumped,2040.06.26,0.567118,0.283559
Chongqing-Hydro_NonPumped,2040.07.24,0.948,0.474
Chongqing-Hydro_NonPumped,2040.08.26,0.948,0.474
Chongqing-Hydro_NonPumped,2040.09.10,0.907143,0.453571
